Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-2657525-crna.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-2657525-crna
At line 2 ROWS
At line 346 COLUMNS
At line 2071 RHS
At line 2144 BOUNDS
At line 2658 ENDATA
Problem neos-2657525-crna has 342 rows, 524 columns and 1690 elements
Coin0008I neos-2657525-crna read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.007514 seconds
Cgl0004I processed model has 256 rows, 436 columns (436 integer (121 of which binary)) and 1474 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.056%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0031I 6 added rows had average density of 76.333333
Cbc0013I At root node, 6 cuts changed objective from 0 to 0 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 2 row cuts average 15.0 elements, 0 column cuts (0 active)  in 0.140 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 58 row cuts average 275.3 elements, 0 column cuts (0 active)  in 0.130 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.027 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.004 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 13 row cuts average 16.0 elements, 0 column cuts (0 active)  in 0.015 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.025 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 81 row cuts average 86.6 elements, 0 column cuts (0 active)  in 0.069 seconds - new frequency is -100
Cbc0010I After 1 nodes, 2 on tree, 1e+50 best solution, best possible 0 (0.71 seconds)
Cbc0010I After 1582463 nodes, 48196 on tree, 7.2305316 best solution, best possible 0 (8298.71 seconds)
Cbc0010I After 1582552 nodes, 48189 on tree, 7.2305316 best solution, best possible 0 (8299.51 seconds)
Cbc0010I After 1582700 nodes, 48182 on tree, 7.2305316 best solution, best possible 0 (8300.24 seconds)
Cbc0010I After 1582808 nodes, 48181 on tree, 7.2305316 best solution, best possible 0 (8300.94 seconds)
Cbc0010I After 1582919 nodes, 48153 on tree, 7.2305316 best solution, best possible 0 (8301.66 seconds)
Cbc0010I After 1583020 nodes, 48148 on tree, 7.2305316 best solution, best possible 0 (8302.37 seconds)
Cbc0010I After 1583128 nodes, 48137 on tree, 7.2305316 best solution, best possible 0 (8303.08 seconds)
Cbc0010I After 1583349 nodes, 48140 on tree, 7.2305316 best solution, best possible 0 (8303.78 seconds)
Cbc0010I After 1583524 nodes, 48140 on tree, 7.2305316 best solution, best possible 0 (8304.49 seconds)
Cbc0010I After 1583625 nodes, 48143 on tree, 7.2305316 best solution, best possible 0 (8305.24 seconds)
Cbc0010I After 1583706 nodes, 48144 on tree, 7.2305316 best solution, best possible 0 (8305.95 seconds)
Cbc0010I After 1583794 nodes, 48140 on tree, 7.2305316 best solution, best possible 0 (8306.76 seconds)
Cbc0010I After 1583903 nodes, 48137 on tree, 7.2305316 best solution, best possible 0 (8307.48 seconds)
Cbc0010I After 1584066 nodes, 48138 on tree, 7.2305316 best solution, best possible 0 (8308.19 seconds)
Cbc0010I After 1584236 nodes, 48130 on tree, 7.2305316 best solution, best possible 0 (8308.90 seconds)
Cbc0010I After 1584366 nodes, 48142 on tree, 7.2305316 best solution, best possible 0 (8309.60 seconds)
Cbc0010I After 1584497 nodes, 48134 on tree, 7.2305316 best solution, best possible 0 (8310.32 seconds)
Cbc0010I After 1584627 nodes, 48131 on tree, 7.2305316 best solution, best possible 0 (8311.03 seconds)
Cbc0010I After 1584728 nodes, 48136 on tree, 7.2305316 best solution, best possible 0 (8311.74 seconds)
Cbc0010I After 1584874 nodes, 48126 on tree, 7.2305316 best solution, best possible 0 (8312.44 seconds)
Cbc0010I After 1584970 nodes, 48125 on tree, 7.2305316 best solution, best possible 0 (8313.21 seconds)
Cbc0010I After 1585003 nodes, 48129 on tree, 7.2305316 best solution, best possible 0 (8313.92 seconds)
Cbc0010I After 1585105 nodes, 48131 on tree, 7.2305316 best solution, best possible 0 (8314.70 seconds)
Cbc0010I After 1585183 nodes, 48128 on tree, 7.2305316 best solution, best possible 0 (8315.42 seconds)
Cbc0010I After 1585241 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (8316.20 seconds)
Cbc0010I After 1585365 nodes, 48130 on tree, 7.2305316 best solution, best possible 0 (8317.05 seconds)
Cbc0010I After 1585561 nodes, 48131 on tree, 7.2305316 best solution, best possible 0 (8317.76 seconds)
Cbc0010I After 1585794 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (8318.47 seconds)
Cbc0010I After 1585919 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (8319.30 seconds)
Cbc0010I After 1586055 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8320.00 seconds)
Cbc0010I After 1586299 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8320.71 seconds)
Cbc0010I After 1586475 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8321.42 seconds)
Cbc0010I After 1586652 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8322.13 seconds)
Cbc0010I After 1586858 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8322.84 seconds)
Cbc0010I After 1586998 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8323.55 seconds)
Cbc0010I After 1587122 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (8324.26 seconds)
Cbc0010I After 1587289 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8324.97 seconds)
Cbc0010I After 1587430 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8325.68 seconds)
Cbc0010I After 1587583 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8326.39 seconds)
Cbc0010I After 1587737 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (8327.10 seconds)
Cbc0010I After 1587834 nodes, 48112 on tree, 7.2305316 best solution, best possible 0 (8327.94 seconds)
Cbc0010I After 1588056 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (8328.65 seconds)
Cbc0010I After 1588238 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (8329.36 seconds)
Cbc0010I After 1588431 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (8330.07 seconds)
Cbc0010I After 1588572 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8330.78 seconds)
Cbc0010I After 1588823 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8331.49 seconds)
Cbc0010I After 1588975 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8332.19 seconds)
Cbc0010I After 1589165 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8332.90 seconds)
Cbc0010I After 1589331 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8333.61 seconds)
Cbc0010I After 1589562 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (8334.32 seconds)
Cbc0010I After 1589781 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8335.03 seconds)
Cbc0010I After 1590003 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (8335.74 seconds)
Cbc0010I After 1590265 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8336.45 seconds)
Cbc0010I After 1590487 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8337.16 seconds)
Cbc0010I After 1590730 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8337.87 seconds)
Cbc0010I After 1590923 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8338.58 seconds)
Cbc0010I After 1591135 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8339.29 seconds)
Cbc0010I After 1591317 nodes, 48112 on tree, 7.2305316 best solution, best possible 0 (8340.00 seconds)
Cbc0010I After 1591554 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8340.71 seconds)
Cbc0010I After 1591741 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8341.42 seconds)
Cbc0010I After 1591895 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (8342.12 seconds)
Cbc0010I After 1592111 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8342.88 seconds)
Cbc0010I After 1592280 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8343.59 seconds)
Cbc0010I After 1592451 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8344.30 seconds)
Cbc0010I After 1592673 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8345.01 seconds)
Cbc0010I After 1592871 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8345.71 seconds)
Cbc0010I After 1593210 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8346.42 seconds)
Cbc0010I After 1593451 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8347.13 seconds)
Cbc0010I After 1593695 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8347.84 seconds)
Cbc0010I After 1593828 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8348.54 seconds)
Cbc0010I After 1593976 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8349.25 seconds)
Cbc0010I After 1594119 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8349.96 seconds)
Cbc0010I After 1594272 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8350.67 seconds)
Cbc0010I After 1594473 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8351.38 seconds)
Cbc0010I After 1594625 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8352.09 seconds)
Cbc0010I After 1594784 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8352.80 seconds)
Cbc0010I After 1594957 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8353.50 seconds)
Cbc0010I After 1595111 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8354.27 seconds)
Cbc0010I After 1595239 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8354.97 seconds)
Cbc0010I After 1595408 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8355.68 seconds)
Cbc0010I After 1595582 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8356.39 seconds)
Cbc0010I After 1595735 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8357.10 seconds)
Cbc0010I After 1595867 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8357.81 seconds)
Cbc0010I After 1596087 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8358.52 seconds)
Cbc0010I After 1596262 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8359.23 seconds)
Cbc0010I After 1596448 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8359.93 seconds)
Cbc0010I After 1596660 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8360.64 seconds)
Cbc0010I After 1596808 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8361.48 seconds)
Cbc0010I After 1596958 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8362.19 seconds)
Cbc0010I After 1597125 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8362.90 seconds)
Cbc0010I After 1597345 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8363.61 seconds)
Cbc0010I After 1597511 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8364.31 seconds)
Cbc0010I After 1597722 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8365.03 seconds)
Cbc0010I After 1597911 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8365.73 seconds)
Cbc0010I After 1598067 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8366.44 seconds)
Cbc0010I After 1598303 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8367.15 seconds)
Cbc0010I After 1598499 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8367.85 seconds)
Cbc0010I After 1598728 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (8368.56 seconds)
Cbc0010I After 1598907 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (8369.31 seconds)
Cbc0010I After 1599137 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8370.02 seconds)
Cbc0010I After 1599296 nodes, 48112 on tree, 7.2305316 best solution, best possible 0 (8370.73 seconds)
Cbc0010I After 1599500 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (8371.44 seconds)
Cbc0010I After 1599713 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8372.14 seconds)
Cbc0010I After 1599920 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8372.85 seconds)
Cbc0010I After 1600087 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8373.56 seconds)
Cbc0010I After 1600285 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8374.27 seconds)
Cbc0010I After 1600387 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8374.98 seconds)
Cbc0010I After 1600498 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8375.69 seconds)
Cbc0010I After 1600641 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8376.40 seconds)
Cbc0010I After 1600784 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (8377.11 seconds)
Cbc0010I After 1600999 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (8377.82 seconds)
Cbc0010I After 1601247 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8378.53 seconds)
Cbc0010I After 1601479 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8379.23 seconds)
Cbc0010I After 1601769 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8380.02 seconds)
Cbc0010I After 1601925 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8380.73 seconds)
Cbc0010I After 1602036 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8381.49 seconds)
Cbc0010I After 1602232 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8382.19 seconds)
Cbc0010I After 1602428 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8382.90 seconds)
Cbc0010I After 1602656 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (8383.61 seconds)
Cbc0010I After 1602792 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8384.34 seconds)
Cbc0010I After 1602994 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8385.05 seconds)
Cbc0010I After 1603182 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8385.76 seconds)
Cbc0010I After 1603301 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8386.47 seconds)
Cbc0010I After 1603414 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8387.18 seconds)
Cbc0010I After 1603528 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8387.89 seconds)
Cbc0010I After 1603541 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8388.62 seconds)
Cbc0010I After 1603635 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8389.35 seconds)
Cbc0010I After 1603667 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8390.82 seconds)
Cbc0010I After 1603716 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8391.53 seconds)
Cbc0010I After 1603821 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8392.46 seconds)
Cbc0010I After 1603889 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8393.17 seconds)
Cbc0010I After 1603934 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8393.91 seconds)
Cbc0010I After 1604043 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8394.64 seconds)
Cbc0010I After 1604140 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8395.35 seconds)
Cbc0010I After 1604193 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8396.07 seconds)
Cbc0010I After 1604252 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8396.81 seconds)
Cbc0010I After 1604366 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8397.52 seconds)
Cbc0010I After 1604418 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8398.30 seconds)
Cbc0010I After 1604553 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8399.01 seconds)
Cbc0010I After 1604644 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8399.73 seconds)
Cbc0010I After 1604696 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8400.52 seconds)
Cbc0010I After 1604811 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8401.26 seconds)
Cbc0010I After 1604974 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8401.97 seconds)
Cbc0010I After 1605063 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8402.68 seconds)
Cbc0010I After 1605214 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8403.38 seconds)
Cbc0010I After 1605359 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8404.10 seconds)
Cbc0010I After 1605481 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8404.81 seconds)
Cbc0010I After 1605649 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8405.52 seconds)
Cbc0010I After 1605842 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8406.23 seconds)
Cbc0010I After 1606014 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8406.94 seconds)
Cbc0010I After 1606139 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8407.65 seconds)
Cbc0010I After 1606248 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8408.36 seconds)
Cbc0010I After 1606380 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (8409.07 seconds)
Cbc0010I After 1606523 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8409.78 seconds)
Cbc0010I After 1606674 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8410.51 seconds)
Cbc0010I After 1606857 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8411.22 seconds)
Cbc0010I After 1607037 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8411.92 seconds)
Cbc0010I After 1607169 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8412.63 seconds)
Cbc0010I After 1607319 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8413.34 seconds)
Cbc0010I After 1607526 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8414.05 seconds)
Cbc0010I After 1607713 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8414.76 seconds)
Cbc0010I After 1607858 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (8415.46 seconds)
Cbc0010I After 1608024 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8416.17 seconds)
Cbc0010I After 1608188 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8416.91 seconds)
Cbc0010I After 1608294 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8417.62 seconds)
Cbc0010I After 1608462 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8418.32 seconds)
Cbc0010I After 1608628 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8419.03 seconds)
Cbc0010I After 1608797 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8419.75 seconds)
Cbc0010I After 1608980 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (8420.45 seconds)
Cbc0010I After 1609176 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (8421.17 seconds)
Cbc0010I After 1609412 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8421.88 seconds)
Cbc0010I After 1609640 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8422.58 seconds)
Cbc0010I After 1609863 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8423.30 seconds)
Cbc0010I After 1610046 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8424.01 seconds)
Cbc0010I After 1610186 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8424.72 seconds)
Cbc0010I After 1610337 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8425.42 seconds)
Cbc0010I After 1610474 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8426.17 seconds)
Cbc0010I After 1610621 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8426.88 seconds)
Cbc0010I After 1610741 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8427.59 seconds)
Cbc0010I After 1610910 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8428.30 seconds)
Cbc0010I After 1611084 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8429.00 seconds)
Cbc0010I After 1611236 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8429.71 seconds)
Cbc0010I After 1611439 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8430.42 seconds)
Cbc0010I After 1611644 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8431.13 seconds)
Cbc0010I After 1611818 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8431.84 seconds)
Cbc0010I After 1612015 nodes, 48112 on tree, 7.2305316 best solution, best possible 0 (8432.54 seconds)
Cbc0010I After 1612234 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8433.25 seconds)
Cbc0010I After 1612528 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8433.96 seconds)
Cbc0010I After 1612800 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8434.67 seconds)
Cbc0010I After 1613018 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (8435.38 seconds)
Cbc0010I After 1613149 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (8436.09 seconds)
Cbc0010I After 1613325 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8436.84 seconds)
Cbc0010I After 1613467 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8437.55 seconds)
Cbc0010I After 1613586 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8438.26 seconds)
Cbc0010I After 1613719 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8438.97 seconds)
Cbc0010I After 1613896 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8439.68 seconds)
Cbc0010I After 1614165 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8440.40 seconds)
Cbc0010I After 1614356 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (8441.11 seconds)
Cbc0010I After 1614538 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8441.81 seconds)
Cbc0010I After 1614678 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8442.53 seconds)
Cbc0010I After 1614773 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8443.23 seconds)
Cbc0010I After 1614960 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8443.94 seconds)
Cbc0010I After 1615132 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8444.69 seconds)
Cbc0010I After 1615322 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8445.39 seconds)
Cbc0010I After 1615474 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8446.11 seconds)
Cbc0010I After 1615683 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8446.82 seconds)
Cbc0010I After 1615840 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8447.53 seconds)
Cbc0010I After 1615977 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8448.24 seconds)
Cbc0010I After 1616169 nodes, 48103 on tree, 7.2305316 best solution, best possible 0 (8448.95 seconds)
Cbc0010I After 1616319 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8449.66 seconds)
Cbc0010I After 1616540 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8450.37 seconds)
Cbc0010I After 1616651 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8451.16 seconds)
Cbc0010I After 1616667 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8452.36 seconds)
Cbc0010I After 1616784 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8453.07 seconds)
Cbc0010I After 1616998 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8453.78 seconds)
Cbc0010I After 1617159 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8454.53 seconds)
Cbc0010I After 1617356 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8455.24 seconds)
Cbc0010I After 1617565 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8455.94 seconds)
Cbc0010I After 1617643 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8456.68 seconds)
Cbc0010I After 1617774 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8457.39 seconds)
Cbc0010I After 1617867 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8458.10 seconds)
Cbc0010I After 1618024 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8458.80 seconds)
Cbc0010I After 1618230 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8459.51 seconds)
Cbc0010I After 1618409 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (8460.22 seconds)
Cbc0010I After 1618528 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8460.99 seconds)
Cbc0010I After 1618623 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8461.70 seconds)
Cbc0010I After 1618688 nodes, 48105 on tree, 7.2305316 best solution, best possible 0 (8462.41 seconds)
Cbc0010I After 1618777 nodes, 48110 on tree, 7.2305316 best solution, best possible 0 (8463.12 seconds)
Cbc0010I After 1618931 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8463.83 seconds)
Cbc0010I After 1619120 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8464.54 seconds)
Cbc0010I After 1619381 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8465.25 seconds)
Cbc0010I After 1619590 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8465.96 seconds)
Cbc0010I After 1619766 nodes, 48108 on tree, 7.2305316 best solution, best possible 0 (8466.67 seconds)
Cbc0010I After 1619980 nodes, 48102 on tree, 7.2305316 best solution, best possible 0 (8467.41 seconds)
Cbc0010I After 1620087 nodes, 48107 on tree, 7.2305316 best solution, best possible 0 (8468.12 seconds)
Cbc0010I After 1620197 nodes, 48106 on tree, 7.2305316 best solution, best possible 0 (8468.83 seconds)
Cbc0010I After 1620306 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8469.53 seconds)
Cbc0010I After 1620547 nodes, 48112 on tree, 7.2305316 best solution, best possible 0 (8470.24 seconds)
Cbc0010I After 1620783 nodes, 48109 on tree, 7.2305316 best solution, best possible 0 (8470.95 seconds)
Cbc0010I After 1620946 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (8471.66 seconds)
Cbc0010I After 1621155 nodes, 48112 on tree, 7.2305316 best solution, best possible 0 (8472.37 seconds)
Cbc0010I After 1621363 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8473.08 seconds)
Cbc0010I After 1621590 nodes, 48104 on tree, 7.2305316 best solution, best possible 0 (8473.88 seconds)
Cbc0010I After 1621719 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (8474.59 seconds)
