Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/cod105.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          cod105
At line 2 ROWS
At line 1028 COLUMNS
At line 59399 RHS
At line 60424 BOUNDS
At line 61449 ENDATA
Problem cod105 has 1024 rows, 1024 columns and 57344 elements
Coin0008I cod105 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -18.2857 - 16.1239 seconds
Cgl0004I processed model has 1024 rows, 1024 columns (1024 integer (1024 of which binary)) and 57344 elements
Coin3009W Conflict graph built in 0.172 seconds, density: 9.444%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 694 integers unsatisfied sum - 18.2857
Cbc0038I Solution found of -0
Cbc0038I Before mini branch and bound, 330 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 694 columns - too large
Cbc0038I Mini branch and bound did not improve solution (20.02 seconds)
Cbc0038I Round again with cutoff of -2.72848
Cbc0038I Pass   1: suminf.    0.27152 (1) obj. -2.72848 iterations 3023
Cbc0038I Solution found of -3
Cbc0038I Rounding solution of -9 is better than previous of -3
Cbc0038I Before mini branch and bound, 329 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 695 columns - 2 fixed gives 912, 257 - still too large
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 912 rows 257 columns - too large
Cbc0038I Mini branch and bound did not improve solution (41.53 seconds)
Cbc0038I Round again with cutoff of -11.6571
Cbc0038I Pass   2: suminf.   11.65706 (83) obj. -11.6571 iterations 270
Cbc0038I Pass   3: suminf.    8.02039 (165) obj. -11.6571 iterations 1094
Cbc0038I Pass   4: suminf.    2.44826 (188) obj. -11.6571 iterations 1522
Cbc0038I Solution found of -12
Cbc0038I Before mini branch and bound, 234 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (44.75 seconds)
Cbc0038I Round again with cutoff of -14.5856
Cbc0038I Pass   5: suminf.   14.58564 (166) obj. -14.5856 iterations 723
Cbc0038I Pass   6: suminf.   14.58564 (214) obj. -14.5856 iterations 1053
Cbc0038I Pass   7: suminf.   14.58565 (172) obj. -14.5856 iterations 1594
Cbc0038I Pass   8: suminf.   14.91891 (183) obj. -14.9189 iterations 1310
Cbc0038I Pass   9: suminf.   14.58564 (164) obj. -14.5856 iterations 1666
Cbc0038I Pass  10: suminf.   14.60790 (173) obj. -14.6079 iterations 1369
Cbc0038I Pass  11: suminf.   15.14544 (194) obj. -15.1454 iterations 1571
Cbc0038I Pass  12: suminf.   14.99747 (187) obj. -14.9975 iterations 1723
Cbc0038I Pass  13: suminf.   15.22992 (200) obj. -15.2299 iterations 1554
Cbc0038I Pass  14: suminf.   14.84902 (181) obj. -14.849 iterations 1644
Cbc0038I Pass  15: suminf.   14.80463 (180) obj. -14.8046 iterations 1777
Cbc0038I Pass  16: suminf.   14.97305 (182) obj. -14.973 iterations 1624
Cbc0038I Pass  17: suminf.   14.96192 (179) obj. -14.9619 iterations 1590
Cbc0038I Pass  18: suminf.   14.87465 (180) obj. -14.8747 iterations 1441
Cbc0038I No solution found this major pass
Cbc0038I After 68.97 seconds - Feasibility pump exiting with objective of -12 - took 50.03 seconds
Cbc0012I Integer solution of -12 found by feasibility pump after 0 iterations and 0 nodes (68.97 seconds)
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 698 columns - 12 fixed gives 0, 0 - ok now
Cbc0013I At root node, 0 cuts changed objective from -18.285714 to -18.285714 in 1 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.321 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.259 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.111 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.111 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.023 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -12 best solution, best possible -18.285714 (532.44 seconds)
Cbc0010I After 290 nodes, 68 on tree, -12 best solution, best possible -18.285714 (1708.41 seconds)
Cbc0010I After 292 nodes, 68 on tree, -12 best solution, best possible -18.285714 (1710.84 seconds)
Cbc0010I After 294 nodes, 69 on tree, -12 best solution, best possible -18.285714 (1713.85 seconds)
Cbc0010I After 295 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1714.84 seconds)
Cbc0010I After 297 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1716.24 seconds)
Cbc0010I After 300 nodes, 69 on tree, -12 best solution, best possible -18.285714 (1717.23 seconds)
Cbc0010I After 301 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1718.24 seconds)
Cbc0010I After 305 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1719.10 seconds)
Cbc0010I After 307 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1720.47 seconds)
Cbc0010I After 309 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1721.93 seconds)
Cbc0010I After 311 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1723.03 seconds)
Cbc0010I After 314 nodes, 71 on tree, -12 best solution, best possible -18.285714 (1724.24 seconds)
Cbc0010I After 316 nodes, 71 on tree, -12 best solution, best possible -18.285714 (1725.67 seconds)
Cbc0010I After 320 nodes, 73 on tree, -12 best solution, best possible -18.285714 (1726.38 seconds)
Cbc0010I After 323 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1727.31 seconds)
Cbc0010I After 325 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1728.20 seconds)
Cbc0010I After 326 nodes, 71 on tree, -12 best solution, best possible -18.285714 (1729.19 seconds)
Cbc0010I After 328 nodes, 71 on tree, -12 best solution, best possible -18.285714 (1730.07 seconds)
Cbc0010I After 329 nodes, 72 on tree, -12 best solution, best possible -18.285714 (1731.09 seconds)
Cbc0010I After 332 nodes, 69 on tree, -12 best solution, best possible -18.285714 (1731.90 seconds)
Cbc0010I After 333 nodes, 70 on tree, -12 best solution, best possible -18.285714 (1733.92 seconds)
Cbc0010I After 335 nodes, 72 on tree, -12 best solution, best possible -18.285714 (1737.71 seconds)
Cbc0010I After 337 nodes, 73 on tree, -12 best solution, best possible -18.285714 (1740.48 seconds)
Cbc0010I After 340 nodes, 74 on tree, -12 best solution, best possible -18.285714 (1741.88 seconds)
Cbc0010I After 341 nodes, 75 on tree, -12 best solution, best possible -18.285714 (1743.02 seconds)
Cbc0010I After 343 nodes, 73 on tree, -12 best solution, best possible -18.285714 (1743.81 seconds)
Cbc0010I After 344 nodes, 74 on tree, -12 best solution, best possible -18.285714 (1745.50 seconds)
Cbc0010I After 347 nodes, 75 on tree, -12 best solution, best possible -18.285714 (1746.52 seconds)
Cbc0010I After 348 nodes, 75 on tree, -12 best solution, best possible -18.285714 (1750.27 seconds)
Cbc0010I After 350 nodes, 76 on tree, -12 best solution, best possible -18.285714 (1754.26 seconds)
Cbc0010I After 354 nodes, 76 on tree, -12 best solution, best possible -18.285714 (1755.18 seconds)
Cbc0010I After 355 nodes, 77 on tree, -12 best solution, best possible -18.285714 (1756.08 seconds)
Cbc0010I After 356 nodes, 78 on tree, -12 best solution, best possible -18.285714 (1757.02 seconds)
Cbc0010I After 358 nodes, 76 on tree, -12 best solution, best possible -18.285714 (1757.80 seconds)
Cbc0010I After 359 nodes, 77 on tree, -12 best solution, best possible -18.285714 (1759.92 seconds)
Cbc0010I After 360 nodes, 77 on tree, -12 best solution, best possible -18.285714 (1762.13 seconds)
Cbc0010I After 361 nodes, 78 on tree, -12 best solution, best possible -18.285714 (1763.14 seconds)
Cbc0010I After 364 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1764.44 seconds)
Cbc0010I After 368 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1765.20 seconds)
Cbc0010I After 371 nodes, 78 on tree, -12 best solution, best possible -18.285714 (1766.72 seconds)
Cbc0010I After 373 nodes, 78 on tree, -12 best solution, best possible -18.285714 (1768.88 seconds)
Cbc0010I After 374 nodes, 78 on tree, -12 best solution, best possible -18.285714 (1771.37 seconds)
Cbc0010I After 375 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1772.76 seconds)
Cbc0010I After 377 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1774.41 seconds)
Cbc0010I After 381 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1775.26 seconds)
Cbc0010I After 382 nodes, 80 on tree, -12 best solution, best possible -18.285714 (1776.07 seconds)
Cbc0010I After 385 nodes, 81 on tree, -12 best solution, best possible -18.285714 (1777.69 seconds)
Cbc0010I After 389 nodes, 81 on tree, -12 best solution, best possible -18.285714 (1778.42 seconds)
Cbc0010I After 392 nodes, 80 on tree, -12 best solution, best possible -18.285714 (1779.61 seconds)
Cbc0010I After 395 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1781.09 seconds)
Cbc0010I After 397 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1781.99 seconds)
Cbc0010I After 399 nodes, 79 on tree, -12 best solution, best possible -18.285714 (1784.97 seconds)
Cbc0010I After 401 nodes, 81 on tree, -12 best solution, best possible -18.285714 (1785.73 seconds)
Cbc0010I After 403 nodes, 82 on tree, -12 best solution, best possible -18.285714 (1788.06 seconds)
Cbc0010I After 404 nodes, 83 on tree, -12 best solution, best possible -18.285714 (1788.82 seconds)
Cbc0010I After 406 nodes, 83 on tree, -12 best solution, best possible -18.285714 (1792.16 seconds)
Cbc0010I After 408 nodes, 84 on tree, -12 best solution, best possible -18.285714 (1796.43 seconds)
Cbc0010I After 411 nodes, 85 on tree, -12 best solution, best possible -18.285714 (1797.98 seconds)
Cbc0010I After 413 nodes, 84 on tree, -12 best solution, best possible -18.285714 (1801.98 seconds)
Cbc0010I After 416 nodes, 85 on tree, -12 best solution, best possible -18.285714 (1803.33 seconds)
Cbc0010I After 419 nodes, 85 on tree, -12 best solution, best possible -18.285714 (1806.40 seconds)
Cbc0010I After 420 nodes, 86 on tree, -12 best solution, best possible -18.285714 (1807.11 seconds)
Cbc0010I After 422 nodes, 85 on tree, -12 best solution, best possible -18.285714 (1809.77 seconds)
Cbc0010I After 423 nodes, 86 on tree, -12 best solution, best possible -18.285714 (1813.13 seconds)
Cbc0010I After 425 nodes, 88 on tree, -12 best solution, best possible -18.285714 (1814.05 seconds)
Cbc0010I After 427 nodes, 89 on tree, -12 best solution, best possible -18.285714 (1816.59 seconds)
Cbc0010I After 428 nodes, 90 on tree, -12 best solution, best possible -18.285714 (1817.81 seconds)
Cbc0010I After 430 nodes, 91 on tree, -12 best solution, best possible -18.285714 (1821.89 seconds)
Cbc0010I After 431 nodes, 92 on tree, -12 best solution, best possible -18.285714 (1823.97 seconds)
Cbc0010I After 433 nodes, 93 on tree, -12 best solution, best possible -18.285714 (1826.68 seconds)
Cbc0010I After 435 nodes, 95 on tree, -12 best solution, best possible -18.285714 (1830.45 seconds)
Cbc0010I After 436 nodes, 95 on tree, -12 best solution, best possible -18.285714 (1833.26 seconds)
Cbc0010I After 438 nodes, 97 on tree, -12 best solution, best possible -18.285714 (1834.11 seconds)
Cbc0010I After 439 nodes, 97 on tree, -12 best solution, best possible -18.285714 (1836.40 seconds)
Cbc0010I After 441 nodes, 99 on tree, -12 best solution, best possible -18.285714 (1838.98 seconds)
Cbc0010I After 442 nodes, 99 on tree, -12 best solution, best possible -18.285714 (1842.18 seconds)
Cbc0010I After 444 nodes, 101 on tree, -12 best solution, best possible -18.285714 (1843.20 seconds)
Cbc0010I After 447 nodes, 103 on tree, -12 best solution, best possible -18.285714 (1846.46 seconds)
Cbc0010I After 448 nodes, 103 on tree, -12 best solution, best possible -18.285714 (1848.69 seconds)
Cbc0010I After 449 nodes, 104 on tree, -12 best solution, best possible -18.285714 (1851.22 seconds)
Cbc0010I After 451 nodes, 104 on tree, -12 best solution, best possible -18.285714 (1852.59 seconds)
Cbc0010I After 452 nodes, 104 on tree, -12 best solution, best possible -18.285714 (1855.34 seconds)
Cbc0010I After 453 nodes, 104 on tree, -12 best solution, best possible -18.285714 (1857.36 seconds)
Cbc0010I After 454 nodes, 104 on tree, -12 best solution, best possible -18.285714 (1860.61 seconds)
Cbc0010I After 455 nodes, 105 on tree, -12 best solution, best possible -18.285714 (1862.99 seconds)
Cbc0010I After 456 nodes, 106 on tree, -12 best solution, best possible -18.285714 (1865.44 seconds)
Cbc0010I After 457 nodes, 105 on tree, -12 best solution, best possible -18.285714 (1866.73 seconds)
Cbc0010I After 458 nodes, 105 on tree, -12 best solution, best possible -18.285714 (1868.57 seconds)
Cbc0010I After 459 nodes, 105 on tree, -12 best solution, best possible -18.285714 (1870.45 seconds)
Cbc0010I After 460 nodes, 106 on tree, -12 best solution, best possible -18.285714 (1872.04 seconds)
Cbc0010I After 461 nodes, 107 on tree, -12 best solution, best possible -18.285714 (1874.49 seconds)
Cbc0010I After 462 nodes, 108 on tree, -12 best solution, best possible -18.285714 (1876.89 seconds)
Cbc0010I After 466 nodes, 112 on tree, -12 best solution, best possible -18.285714 (1877.92 seconds)
Cbc0010I After 467 nodes, 112 on tree, -12 best solution, best possible -18.285714 (1880.35 seconds)
Cbc0010I After 469 nodes, 113 on tree, -12 best solution, best possible -18.285714 (1883.44 seconds)
Cbc0010I After 470 nodes, 113 on tree, -12 best solution, best possible -18.285714 (1885.43 seconds)
Cbc0010I After 471 nodes, 113 on tree, -12 best solution, best possible -18.285714 (1887.91 seconds)
Cbc0010I After 472 nodes, 114 on tree, -12 best solution, best possible -18.285714 (1889.83 seconds)
Cbc0010I After 473 nodes, 114 on tree, -12 best solution, best possible -18.285714 (1893.12 seconds)
Cbc0010I After 474 nodes, 115 on tree, -12 best solution, best possible -18.285714 (1895.81 seconds)
Cbc0010I After 476 nodes, 116 on tree, -12 best solution, best possible -18.285714 (1898.24 seconds)
Cbc0010I After 479 nodes, 118 on tree, -12 best solution, best possible -18.285714 (1901.64 seconds)
Cbc0010I After 481 nodes, 119 on tree, -12 best solution, best possible -18.285714 (1903.87 seconds)
Cbc0010I After 482 nodes, 120 on tree, -12 best solution, best possible -18.285714 (1905.14 seconds)
Cbc0010I After 484 nodes, 121 on tree, -12 best solution, best possible -18.285714 (1908.78 seconds)
Cbc0010I After 486 nodes, 123 on tree, -12 best solution, best possible -18.285714 (1911.01 seconds)
Cbc0010I After 487 nodes, 123 on tree, -12 best solution, best possible -18.285714 (1912.93 seconds)
Cbc0010I After 488 nodes, 123 on tree, -12 best solution, best possible -18.285714 (1916.09 seconds)
Cbc0010I After 489 nodes, 123 on tree, -12 best solution, best possible -18.285714 (1917.97 seconds)
Cbc0010I After 491 nodes, 125 on tree, -12 best solution, best possible -18.285714 (1918.69 seconds)
Cbc0010I After 492 nodes, 126 on tree, -12 best solution, best possible -18.285714 (1920.02 seconds)
Cbc0010I After 493 nodes, 126 on tree, -12 best solution, best possible -18.285714 (1922.58 seconds)
Cbc0010I After 495 nodes, 127 on tree, -12 best solution, best possible -18.285714 (1924.90 seconds)
Cbc0010I After 496 nodes, 128 on tree, -12 best solution, best possible -18.285714 (1926.60 seconds)
Cbc0010I After 497 nodes, 128 on tree, -12 best solution, best possible -18.285714 (1928.36 seconds)
Cbc0010I After 498 nodes, 128 on tree, -12 best solution, best possible -18.285714 (1930.81 seconds)
Cbc0010I After 499 nodes, 129 on tree, -12 best solution, best possible -18.285714 (1932.99 seconds)
Cbc0010I After 502 nodes, 131 on tree, -12 best solution, best possible -18.285714 (1935.27 seconds)
Cbc0010I After 503 nodes, 131 on tree, -12 best solution, best possible -18.285714 (1937.62 seconds)
Cbc0010I After 506 nodes, 134 on tree, -12 best solution, best possible -18.285714 (1940.06 seconds)
Cbc0010I After 509 nodes, 136 on tree, -12 best solution, best possible -18.285714 (1942.64 seconds)
Cbc0010I After 511 nodes, 137 on tree, -12 best solution, best possible -18.285714 (1945.29 seconds)
Cbc0010I After 513 nodes, 138 on tree, -12 best solution, best possible -18.285714 (1947.83 seconds)
Cbc0010I After 514 nodes, 138 on tree, -12 best solution, best possible -18.285714 (1949.37 seconds)
Cbc0010I After 515 nodes, 139 on tree, -12 best solution, best possible -18.285714 (1950.87 seconds)
Cbc0010I After 516 nodes, 140 on tree, -12 best solution, best possible -18.285714 (1952.50 seconds)
Cbc0010I After 519 nodes, 142 on tree, -12 best solution, best possible -18.285714 (1955.23 seconds)
Cbc0010I After 520 nodes, 142 on tree, -12 best solution, best possible -18.285714 (1957.89 seconds)
Cbc0010I After 521 nodes, 143 on tree, -12 best solution, best possible -18.285714 (1959.26 seconds)
Cbc0010I After 523 nodes, 144 on tree, -12 best solution, best possible -18.285714 (1961.39 seconds)
Cbc0010I After 524 nodes, 144 on tree, -12 best solution, best possible -18.285714 (1963.20 seconds)
Cbc0010I After 527 nodes, 146 on tree, -12 best solution, best possible -18.285714 (1966.00 seconds)
Cbc0010I After 528 nodes, 146 on tree, -12 best solution, best possible -18.285714 (1968.22 seconds)
Cbc0010I After 529 nodes, 147 on tree, -12 best solution, best possible -18.285714 (1969.15 seconds)
Cbc0010I After 531 nodes, 148 on tree, -12 best solution, best possible -18.285714 (1971.06 seconds)
Cbc0010I After 532 nodes, 149 on tree, -12 best solution, best possible -18.285714 (1972.33 seconds)
Cbc0010I After 533 nodes, 149 on tree, -12 best solution, best possible -18.285714 (1974.63 seconds)
Cbc0010I After 534 nodes, 149 on tree, -12 best solution, best possible -18.285714 (1976.31 seconds)
Cbc0010I After 535 nodes, 149 on tree, -12 best solution, best possible -18.285714 (1977.92 seconds)
Cbc0010I After 536 nodes, 150 on tree, -12 best solution, best possible -18.285714 (1978.91 seconds)
Cbc0010I After 537 nodes, 150 on tree, -12 best solution, best possible -18.285714 (1981.26 seconds)
Cbc0010I After 538 nodes, 150 on tree, -12 best solution, best possible -18.285714 (1983.00 seconds)
Cbc0010I After 539 nodes, 150 on tree, -12 best solution, best possible -18.285714 (1985.28 seconds)
Cbc0010I After 540 nodes, 150 on tree, -12 best solution, best possible -18.285714 (1987.50 seconds)
Cbc0010I After 541 nodes, 151 on tree, -12 best solution, best possible -18.285714 (1988.31 seconds)
Cbc0010I After 542 nodes, 152 on tree, -12 best solution, best possible -18.285714 (1990.42 seconds)
Cbc0010I After 543 nodes, 152 on tree, -12 best solution, best possible -18.285714 (1991.94 seconds)
Cbc0010I After 544 nodes, 152 on tree, -12 best solution, best possible -18.285714 (1993.38 seconds)
Cbc0010I After 545 nodes, 153 on tree, -12 best solution, best possible -18.285714 (1994.92 seconds)
Cbc0010I After 546 nodes, 154 on tree, -12 best solution, best possible -18.285714 (1996.52 seconds)
Cbc0010I After 549 nodes, 156 on tree, -12 best solution, best possible -18.285714 (1998.16 seconds)
Cbc0010I After 550 nodes, 157 on tree, -12 best solution, best possible -18.285714 (1999.13 seconds)
Cbc0010I After 551 nodes, 158 on tree, -12 best solution, best possible -18.285714 (2000.06 seconds)
Cbc0010I After 552 nodes, 158 on tree, -12 best solution, best possible -18.285714 (2002.06 seconds)
Cbc0010I After 553 nodes, 158 on tree, -12 best solution, best possible -18.285714 (2004.15 seconds)
Cbc0010I After 554 nodes, 158 on tree, -12 best solution, best possible -18.285714 (2005.43 seconds)
Cbc0010I After 555 nodes, 158 on tree, -12 best solution, best possible -18.285714 (2007.31 seconds)
Cbc0010I After 556 nodes, 158 on tree, -12 best solution, best possible -18.285714 (2009.15 seconds)
Cbc0010I After 557 nodes, 159 on tree, -12 best solution, best possible -18.285714 (2010.51 seconds)
Cbc0010I After 558 nodes, 160 on tree, -12 best solution, best possible -18.285714 (2011.39 seconds)
Cbc0010I After 559 nodes, 161 on tree, -12 best solution, best possible -18.285714 (2012.64 seconds)
Cbc0010I After 560 nodes, 162 on tree, -12 best solution, best possible -18.285714 (2014.09 seconds)
Cbc0010I After 561 nodes, 162 on tree, -12 best solution, best possible -18.285714 (2015.87 seconds)
Cbc0010I After 562 nodes, 162 on tree, -12 best solution, best possible -18.285714 (2017.73 seconds)
Cbc0010I After 563 nodes, 163 on tree, -12 best solution, best possible -18.285714 (2018.93 seconds)
Cbc0010I After 564 nodes, 164 on tree, -12 best solution, best possible -18.285714 (2020.07 seconds)
Cbc0010I After 566 nodes, 164 on tree, -12 best solution, best possible -18.285714 (2021.55 seconds)
Cbc0010I After 567 nodes, 163 on tree, -12 best solution, best possible -18.285714 (2022.85 seconds)
Cbc0010I After 568 nodes, 164 on tree, -12 best solution, best possible -18.285714 (2023.85 seconds)
Cbc0010I After 569 nodes, 165 on tree, -12 best solution, best possible -18.285714 (2024.65 seconds)
Cbc0010I After 570 nodes, 165 on tree, -12 best solution, best possible -18.285714 (2025.87 seconds)
Cbc0010I After 572 nodes, 167 on tree, -12 best solution, best possible -18.285714 (2026.72 seconds)
Cbc0010I After 573 nodes, 167 on tree, -12 best solution, best possible -18.285714 (2028.36 seconds)
Cbc0010I After 574 nodes, 167 on tree, -12 best solution, best possible -18.285714 (2029.70 seconds)
Cbc0010I After 575 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2030.99 seconds)
Cbc0010I After 577 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2032.51 seconds)
Cbc0010I After 578 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2034.66 seconds)
Cbc0010I After 579 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2035.91 seconds)
Cbc0010I After 580 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2037.34 seconds)
Cbc0010I After 581 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2038.80 seconds)
Cbc0010I After 582 nodes, 166 on tree, -12 best solution, best possible -18.285714 (2040.95 seconds)
Cbc0010I After 583 nodes, 167 on tree, -12 best solution, best possible -18.285714 (2041.97 seconds)
Cbc0010I After 584 nodes, 167 on tree, -12 best solution, best possible -18.285714 (2043.14 seconds)
Cbc0010I After 586 nodes, 168 on tree, -12 best solution, best possible -18.285714 (2045.23 seconds)
Cbc0010I After 587 nodes, 169 on tree, -12 best solution, best possible -18.285714 (2046.36 seconds)
Cbc0010I After 588 nodes, 170 on tree, -12 best solution, best possible -18.285714 (2047.20 seconds)
Cbc0010I After 590 nodes, 171 on tree, -12 best solution, best possible -18.285714 (2048.99 seconds)
Cbc0010I After 591 nodes, 171 on tree, -12 best solution, best possible -18.285714 (2050.70 seconds)
Cbc0010I After 592 nodes, 172 on tree, -12 best solution, best possible -18.285714 (2051.64 seconds)
Cbc0010I After 593 nodes, 172 on tree, -12 best solution, best possible -18.285714 (2053.20 seconds)
Cbc0010I After 594 nodes, 173 on tree, -12 best solution, best possible -18.285714 (2053.99 seconds)
Cbc0010I After 595 nodes, 173 on tree, -12 best solution, best possible -18.285714 (2055.43 seconds)
Cbc0010I After 596 nodes, 174 on tree, -12 best solution, best possible -18.285714 (2056.41 seconds)
Cbc0010I After 598 nodes, 176 on tree, -12 best solution, best possible -18.285714 (2057.95 seconds)
Cbc0010I After 599 nodes, 176 on tree, -12 best solution, best possible -18.285714 (2059.10 seconds)
Cbc0010I After 600 nodes, 176 on tree, -12 best solution, best possible -18.285714 (2060.25 seconds)
Cbc0010I After 601 nodes, 176 on tree, -12 best solution, best possible -18.285714 (2062.25 seconds)
Cbc0010I After 602 nodes, 177 on tree, -12 best solution, best possible -18.285714 (2063.22 seconds)
Cbc0010I After 603 nodes, 177 on tree, -12 best solution, best possible -18.285714 (2064.89 seconds)
Cbc0010I After 604 nodes, 178 on tree, -12 best solution, best possible -18.285714 (2065.68 seconds)
Cbc0010I After 605 nodes, 179 on tree, -12 best solution, best possible -18.285714 (2066.51 seconds)
Cbc0010I After 606 nodes, 179 on tree, -12 best solution, best possible -18.285714 (2067.40 seconds)
Cbc0010I After 607 nodes, 179 on tree, -12 best solution, best possible -18.285714 (2068.84 seconds)
Cbc0010I After 609 nodes, 180 on tree, -12 best solution, best possible -18.285714 (2070.49 seconds)
Cbc0010I After 610 nodes, 180 on tree, -12 best solution, best possible -18.285714 (2072.04 seconds)
Cbc0010I After 612 nodes, 182 on tree, -12 best solution, best possible -18.285714 (2072.96 seconds)
Cbc0010I After 613 nodes, 182 on tree, -12 best solution, best possible -18.285714 (2074.50 seconds)
Cbc0010I After 615 nodes, 183 on tree, -12 best solution, best possible -18.285714 (2076.16 seconds)
Cbc0010I After 616 nodes, 183 on tree, -12 best solution, best possible -18.285714 (2077.41 seconds)
Cbc0010I After 617 nodes, 183 on tree, -12 best solution, best possible -18.285714 (2078.88 seconds)
Cbc0010I After 618 nodes, 183 on tree, -12 best solution, best possible -18.285714 (2081.33 seconds)
Cbc0010I After 620 nodes, 185 on tree, -12 best solution, best possible -18.285714 (2082.50 seconds)
Cbc0010I After 621 nodes, 185 on tree, -12 best solution, best possible -18.285714 (2083.83 seconds)
Cbc0010I After 623 nodes, 186 on tree, -12 best solution, best possible -18.285714 (2085.36 seconds)
Cbc0010I After 624 nodes, 186 on tree, -12 best solution, best possible -18.285714 (2086.41 seconds)
Cbc0010I After 625 nodes, 186 on tree, -12 best solution, best possible -18.285714 (2087.92 seconds)
Cbc0010I After 628 nodes, 189 on tree, -12 best solution, best possible -18.285714 (2088.77 seconds)
Cbc0010I After 629 nodes, 189 on tree, -12 best solution, best possible -18.285714 (2089.92 seconds)
Cbc0010I After 631 nodes, 191 on tree, -12 best solution, best possible -18.285714 (2090.71 seconds)
Cbc0010I After 632 nodes, 191 on tree, -12 best solution, best possible -18.285714 (2091.68 seconds)
Cbc0010I After 633 nodes, 191 on tree, -12 best solution, best possible -18.285714 (2092.94 seconds)
Cbc0010I After 635 nodes, 192 on tree, -12 best solution, best possible -18.285714 (2094.32 seconds)
Cbc0010I After 636 nodes, 192 on tree, -12 best solution, best possible -18.285714 (2095.49 seconds)
Cbc0010I After 637 nodes, 192 on tree, -12 best solution, best possible -18.285714 (2096.74 seconds)
Cbc0010I After 638 nodes, 192 on tree, -12 best solution, best possible -18.285714 (2099.62 seconds)
Cbc0010I After 640 nodes, 194 on tree, -12 best solution, best possible -18.285714 (2100.56 seconds)
Cbc0010I After 641 nodes, 194 on tree, -12 best solution, best possible -18.285714 (2101.83 seconds)
Cbc0010I After 643 nodes, 195 on tree, -12 best solution, best possible -18.285714 (2103.04 seconds)
Cbc0010I After 644 nodes, 195 on tree, -12 best solution, best possible -18.285714 (2104.33 seconds)
Cbc0010I After 645 nodes, 195 on tree, -12 best solution, best possible -18.285714 (2106.08 seconds)
Cbc0010I After 648 nodes, 197 on tree, -12 best solution, best possible -18.285714 (2108.04 seconds)
Cbc0010I After 651 nodes, 199 on tree, -12 best solution, best possible -18.285714 (2109.80 seconds)
Cbc0010I After 652 nodes, 199 on tree, -12 best solution, best possible -18.285714 (2111.15 seconds)
Cbc0010I After 653 nodes, 199 on tree, -12 best solution, best possible -18.285714 (2112.08 seconds)
Cbc0010I After 654 nodes, 199 on tree, -12 best solution, best possible -18.285714 (2113.76 seconds)
Cbc0010I After 655 nodes, 199 on tree, -12 best solution, best possible -18.285714 (2116.51 seconds)
