Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos5.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos5.txt -quit (default strategy 1)
At line 1 NAME          neos5
At line 2 ROWS
At line 67 COLUMNS
At line 1141 RHS
At line 1174 BOUNDS
At line 1238 ENDATA
Problem neos5 has 63 rows, 63 columns and 2016 elements
Coin0008I neos5 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 13 - 0.007764 seconds
Cgl0004I processed model has 63 rows, 63 columns (53 integer (53 of which binary)) and 2016 elements
Coin3009W Conflict graph built in 0.000 seconds, density: 0.662%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 35 integers unsatisfied sum - 12.75
Cbc0038I Pass   1: suminf.    1.50000 (3) obj. 18.5 iterations 96
Cbc0038I Pass   2: suminf.    1.50000 (3) obj. 18.5 iterations 0
Cbc0038I Solution found of 20
Cbc0038I Relaxing continuous gives 19.5
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 1 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 49 columns
Cbc0038I Mini branch and bound improved solution from 19.5 to 15.5 (0.39 seconds)
Cbc0038I Round again with cutoff of 15.2499
Cbc0038I Pass   3: suminf.    3.00018 (13) obj. 15.2499 iterations 18
Cbc0038I Pass   4: suminf.    1.00000 (4) obj. 15.2499 iterations 19
Cbc0038I Pass   5: suminf.    0.75009 (4) obj. 15.2499 iterations 12
Cbc0038I Pass   6: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass   7: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass   8: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass   9: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  10: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  11: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  12: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  13: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  14: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  15: suminf.    1.24973 (4) obj. 15.2499 iterations 26
Cbc0038I Pass  16: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  17: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  18: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I Pass  19: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  20: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  21: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  22: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass  23: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  24: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  25: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  26: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  27: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  28: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  29: suminf.    1.24973 (4) obj. 15.2499 iterations 23
Cbc0038I Pass  30: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  31: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  32: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 4 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0038I Mini branch and bound did not improve solution (0.80 seconds)
Cbc0038I After 0.80 seconds - Feasibility pump exiting with objective of 15.5 - took 0.79 seconds
Cbc0012I Integer solution of 15.5 found by feasibility pump after 0 iterations and 0 nodes (0.80 seconds)
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0031I 11 added rows had average density of 63
Cbc0013I At root node, 11 cuts changed objective from 13 to 13.643387 in 100 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.079 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 2414 row cuts average 63.0 elements, 0 column cuts (0 active)  in 0.502 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.121 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.074 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 18 row cuts average 62.5 elements, 0 column cuts (0 active)  in 0.349 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.115 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 15.5 best solution, best possible 13.643387 (5.98 seconds)
Cbc0010I After 4079689 nodes, 48440 on tree, 15 best solution, best possible 14.75 (7615.47 seconds)
Cbc0010I After 4080068 nodes, 48440 on tree, 15 best solution, best possible 14.75 (7616.17 seconds)
Cbc0010I After 4080513 nodes, 48169 on tree, 15 best solution, best possible 14.75 (7616.88 seconds)
Cbc0010I After 4080942 nodes, 47791 on tree, 15 best solution, best possible 14.75 (7617.59 seconds)
Cbc0010I After 4081133 nodes, 47745 on tree, 15 best solution, best possible 14.75 (7618.30 seconds)
Cbc0010I After 4081308 nodes, 47767 on tree, 15 best solution, best possible 14.75 (7619.01 seconds)
Cbc0010I After 4081533 nodes, 47772 on tree, 15 best solution, best possible 14.75 (7619.72 seconds)
Cbc0010I After 4081861 nodes, 47785 on tree, 15 best solution, best possible 14.75 (7620.42 seconds)
Cbc0010I After 4082218 nodes, 47737 on tree, 15 best solution, best possible 14.75 (7621.13 seconds)
Cbc0010I After 4082545 nodes, 47724 on tree, 15 best solution, best possible 14.75 (7621.84 seconds)
Cbc0010I After 4082866 nodes, 47721 on tree, 15 best solution, best possible 14.75 (7622.54 seconds)
Cbc0010I After 4083257 nodes, 47721 on tree, 15 best solution, best possible 14.75 (7623.25 seconds)
Cbc0010I After 4083580 nodes, 47715 on tree, 15 best solution, best possible 14.75 (7623.96 seconds)
Cbc0010I After 4083914 nodes, 47713 on tree, 15 best solution, best possible 14.75 (7624.67 seconds)
Cbc0010I After 4084319 nodes, 47550 on tree, 15 best solution, best possible 14.75 (7625.37 seconds)
Cbc0010I After 4084655 nodes, 47363 on tree, 15 best solution, best possible 14.75 (7626.08 seconds)
Cbc0010I After 4084885 nodes, 47365 on tree, 15 best solution, best possible 14.75 (7626.79 seconds)
Cbc0010I After 4085149 nodes, 47383 on tree, 15 best solution, best possible 14.75 (7627.50 seconds)
Cbc0010I After 4085465 nodes, 47413 on tree, 15 best solution, best possible 14.75 (7628.21 seconds)
Cbc0010I After 4085816 nodes, 47424 on tree, 15 best solution, best possible 14.75 (7628.92 seconds)
Cbc0010I After 4086194 nodes, 47391 on tree, 15 best solution, best possible 14.75 (7629.62 seconds)
Cbc0010I After 4086495 nodes, 47360 on tree, 15 best solution, best possible 14.75 (7630.33 seconds)
Cbc0010I After 4086837 nodes, 47357 on tree, 15 best solution, best possible 14.75 (7631.04 seconds)
Cbc0010I After 4087186 nodes, 47338 on tree, 15 best solution, best possible 14.75 (7631.75 seconds)
Cbc0010I After 4087577 nodes, 47324 on tree, 15 best solution, best possible 14.75 (7632.45 seconds)
Cbc0010I After 4087920 nodes, 47298 on tree, 15 best solution, best possible 14.75 (7633.16 seconds)
Cbc0010I After 4088273 nodes, 47228 on tree, 15 best solution, best possible 14.75 (7633.87 seconds)
Cbc0010I After 4088605 nodes, 47234 on tree, 15 best solution, best possible 14.75 (7634.58 seconds)
Cbc0010I After 4088967 nodes, 47237 on tree, 15 best solution, best possible 14.75 (7635.29 seconds)
Cbc0010I After 4089293 nodes, 47211 on tree, 15 best solution, best possible 14.75 (7635.99 seconds)
Cbc0010I After 4089633 nodes, 47191 on tree, 15 best solution, best possible 14.75 (7636.70 seconds)
Cbc0010I After 4090000 nodes, 47149 on tree, 15 best solution, best possible 14.75 (7637.43 seconds)
Cbc0010I After 4090364 nodes, 47041 on tree, 15 best solution, best possible 14.75 (7638.13 seconds)
Cbc0010I After 4090698 nodes, 47012 on tree, 15 best solution, best possible 14.75 (7638.84 seconds)
Cbc0010I After 4091061 nodes, 47004 on tree, 15 best solution, best possible 14.75 (7639.55 seconds)
Cbc0010I After 4091421 nodes, 47017 on tree, 15 best solution, best possible 14.75 (7640.26 seconds)
Cbc0010I After 4091750 nodes, 47044 on tree, 15 best solution, best possible 14.75 (7640.97 seconds)
Cbc0010I After 4092180 nodes, 47028 on tree, 15 best solution, best possible 14.75 (7641.67 seconds)
Cbc0010I After 4092499 nodes, 46956 on tree, 15 best solution, best possible 14.75 (7642.38 seconds)
Cbc0010I After 4092831 nodes, 46966 on tree, 15 best solution, best possible 14.75 (7643.09 seconds)
Cbc0010I After 4093184 nodes, 46996 on tree, 15 best solution, best possible 14.75 (7643.80 seconds)
Cbc0010I After 4093533 nodes, 47062 on tree, 15 best solution, best possible 14.75 (7644.51 seconds)
Cbc0010I After 4093939 nodes, 47121 on tree, 15 best solution, best possible 14.75 (7645.21 seconds)
Cbc0010I After 4094413 nodes, 47085 on tree, 15 best solution, best possible 14.75 (7645.92 seconds)
Cbc0010I After 4094778 nodes, 47046 on tree, 15 best solution, best possible 14.75 (7646.63 seconds)
Cbc0010I After 4095058 nodes, 47038 on tree, 15 best solution, best possible 14.75 (7647.33 seconds)
Cbc0010I After 4095354 nodes, 47068 on tree, 15 best solution, best possible 14.75 (7648.04 seconds)
Cbc0010I After 4095636 nodes, 47058 on tree, 15 best solution, best possible 14.75 (7648.75 seconds)
Cbc0010I After 4095940 nodes, 47070 on tree, 15 best solution, best possible 14.75 (7649.46 seconds)
Cbc0010I After 4096290 nodes, 47011 on tree, 15 best solution, best possible 14.75 (7650.17 seconds)
Cbc0010I After 4096650 nodes, 46986 on tree, 15 best solution, best possible 14.75 (7650.88 seconds)
Cbc0010I After 4097008 nodes, 46995 on tree, 15 best solution, best possible 14.75 (7651.58 seconds)
Cbc0010I After 4097366 nodes, 47046 on tree, 15 best solution, best possible 14.75 (7652.29 seconds)
Cbc0010I After 4097682 nodes, 47073 on tree, 15 best solution, best possible 14.75 (7653.00 seconds)
Cbc0010I After 4098030 nodes, 47094 on tree, 15 best solution, best possible 14.75 (7653.71 seconds)
Cbc0010I After 4098384 nodes, 47086 on tree, 15 best solution, best possible 14.75 (7654.41 seconds)
Cbc0010I After 4098700 nodes, 47113 on tree, 15 best solution, best possible 14.75 (7655.12 seconds)
Cbc0010I After 4099012 nodes, 47107 on tree, 15 best solution, best possible 14.75 (7655.83 seconds)
Cbc0010I After 4099338 nodes, 47088 on tree, 15 best solution, best possible 14.75 (7656.53 seconds)
Cbc0010I After 4099666 nodes, 47066 on tree, 15 best solution, best possible 14.75 (7657.24 seconds)
Cbc0010I After 4099998 nodes, 47063 on tree, 15 best solution, best possible 14.75 (7657.95 seconds)
Cbc0010I After 4100344 nodes, 47033 on tree, 15 best solution, best possible 14.75 (7658.66 seconds)
Cbc0010I After 4100666 nodes, 47027 on tree, 15 best solution, best possible 14.75 (7659.37 seconds)
Cbc0010I After 4101002 nodes, 47034 on tree, 15 best solution, best possible 14.75 (7660.08 seconds)
Cbc0010I After 4101337 nodes, 47071 on tree, 15 best solution, best possible 14.75 (7660.79 seconds)
Cbc0010I After 4101653 nodes, 47104 on tree, 15 best solution, best possible 14.75 (7661.49 seconds)
Cbc0010I After 4102000 nodes, 47141 on tree, 15 best solution, best possible 14.75 (7662.21 seconds)
Cbc0010I After 4102345 nodes, 47105 on tree, 15 best solution, best possible 14.75 (7662.92 seconds)
Cbc0010I After 4102646 nodes, 47116 on tree, 15 best solution, best possible 14.75 (7663.63 seconds)
Cbc0010I After 4102974 nodes, 47125 on tree, 15 best solution, best possible 14.75 (7664.34 seconds)
Cbc0010I After 4103361 nodes, 47136 on tree, 15 best solution, best possible 14.75 (7665.04 seconds)
Cbc0010I After 4103703 nodes, 47143 on tree, 15 best solution, best possible 14.75 (7665.75 seconds)
Cbc0010I After 4104070 nodes, 47146 on tree, 15 best solution, best possible 14.75 (7666.46 seconds)
Cbc0010I After 4104393 nodes, 47092 on tree, 15 best solution, best possible 14.75 (7667.17 seconds)
Cbc0010I After 4104657 nodes, 47094 on tree, 15 best solution, best possible 14.75 (7667.87 seconds)
Cbc0010I After 4105003 nodes, 47105 on tree, 15 best solution, best possible 14.75 (7668.58 seconds)
Cbc0010I After 4105362 nodes, 47141 on tree, 15 best solution, best possible 14.75 (7669.29 seconds)
Cbc0010I After 4105731 nodes, 47184 on tree, 15 best solution, best possible 14.75 (7670.00 seconds)
Cbc0010I After 4106085 nodes, 47199 on tree, 15 best solution, best possible 14.75 (7670.71 seconds)
Cbc0010I After 4106409 nodes, 47170 on tree, 15 best solution, best possible 14.75 (7671.42 seconds)
Cbc0010I After 4106793 nodes, 47202 on tree, 15 best solution, best possible 14.75 (7672.12 seconds)
Cbc0010I After 4107163 nodes, 47225 on tree, 15 best solution, best possible 14.75 (7672.83 seconds)
Cbc0010I After 4107499 nodes, 47255 on tree, 15 best solution, best possible 14.75 (7673.54 seconds)
Cbc0010I After 4107842 nodes, 47296 on tree, 15 best solution, best possible 14.75 (7674.25 seconds)
Cbc0010I After 4108223 nodes, 47257 on tree, 15 best solution, best possible 14.75 (7674.96 seconds)
Cbc0010I After 4108508 nodes, 47241 on tree, 15 best solution, best possible 14.75 (7675.66 seconds)
Cbc0010I After 4108868 nodes, 47213 on tree, 15 best solution, best possible 14.75 (7676.37 seconds)
Cbc0010I After 4109168 nodes, 47222 on tree, 15 best solution, best possible 14.75 (7677.08 seconds)
Cbc0010I After 4109472 nodes, 47270 on tree, 15 best solution, best possible 14.75 (7677.79 seconds)
Cbc0010I After 4109813 nodes, 47300 on tree, 15 best solution, best possible 14.75 (7678.50 seconds)
Cbc0010I After 4110172 nodes, 47289 on tree, 15 best solution, best possible 14.75 (7679.20 seconds)
Cbc0010I After 4110450 nodes, 47266 on tree, 15 best solution, best possible 14.75 (7679.91 seconds)
Cbc0010I After 4110798 nodes, 47309 on tree, 15 best solution, best possible 14.75 (7680.62 seconds)
Cbc0010I After 4111186 nodes, 47339 on tree, 15 best solution, best possible 14.75 (7681.33 seconds)
Cbc0010I After 4111537 nodes, 47338 on tree, 15 best solution, best possible 14.75 (7682.04 seconds)
Cbc0010I After 4111926 nodes, 47364 on tree, 15 best solution, best possible 14.75 (7682.74 seconds)
Cbc0010I After 4112332 nodes, 47306 on tree, 15 best solution, best possible 14.75 (7683.45 seconds)
Cbc0010I After 4112616 nodes, 47286 on tree, 15 best solution, best possible 14.75 (7684.16 seconds)
Cbc0010I After 4112908 nodes, 47291 on tree, 15 best solution, best possible 14.75 (7684.87 seconds)
Cbc0010I After 4113183 nodes, 47319 on tree, 15 best solution, best possible 14.75 (7685.58 seconds)
Cbc0010I After 4113557 nodes, 47361 on tree, 15 best solution, best possible 14.75 (7686.28 seconds)
Cbc0010I After 4113890 nodes, 47386 on tree, 15 best solution, best possible 14.75 (7686.99 seconds)
Cbc0010I After 4114320 nodes, 47376 on tree, 15 best solution, best possible 14.75 (7687.70 seconds)
Cbc0010I After 4114683 nodes, 47369 on tree, 15 best solution, best possible 14.75 (7688.41 seconds)
Cbc0010I After 4115091 nodes, 47399 on tree, 15 best solution, best possible 14.75 (7689.11 seconds)
Cbc0010I After 4115471 nodes, 47411 on tree, 15 best solution, best possible 14.75 (7689.82 seconds)
Cbc0010I After 4115832 nodes, 47437 on tree, 15 best solution, best possible 14.75 (7690.53 seconds)
Cbc0010I After 4116311 nodes, 47358 on tree, 15 best solution, best possible 14.75 (7691.24 seconds)
Cbc0010I After 4116590 nodes, 47352 on tree, 15 best solution, best possible 14.75 (7691.94 seconds)
Cbc0010I After 4116879 nodes, 47358 on tree, 15 best solution, best possible 14.75 (7692.66 seconds)
Cbc0010I After 4117127 nodes, 47385 on tree, 15 best solution, best possible 14.75 (7693.36 seconds)
Cbc0010I After 4117428 nodes, 47413 on tree, 15 best solution, best possible 14.75 (7694.07 seconds)
Cbc0010I After 4117784 nodes, 47475 on tree, 15 best solution, best possible 14.75 (7694.78 seconds)
Cbc0010I After 4118220 nodes, 47449 on tree, 15 best solution, best possible 14.75 (7695.49 seconds)
Cbc0010I After 4118604 nodes, 47437 on tree, 15 best solution, best possible 14.75 (7696.19 seconds)
Cbc0010I After 4118932 nodes, 47457 on tree, 15 best solution, best possible 14.75 (7696.90 seconds)
Cbc0010I After 4119270 nodes, 47468 on tree, 15 best solution, best possible 14.75 (7697.61 seconds)
Cbc0010I After 4119645 nodes, 47482 on tree, 15 best solution, best possible 14.75 (7698.32 seconds)
Cbc0010I After 4120029 nodes, 47526 on tree, 15 best solution, best possible 14.75 (7699.02 seconds)
Cbc0010I After 4120448 nodes, 47445 on tree, 15 best solution, best possible 14.75 (7699.73 seconds)
Cbc0010I After 4120845 nodes, 47466 on tree, 15 best solution, best possible 14.75 (7700.44 seconds)
Cbc0010I After 4121182 nodes, 47492 on tree, 15 best solution, best possible 14.75 (7701.15 seconds)
Cbc0010I After 4121657 nodes, 47576 on tree, 15 best solution, best possible 14.75 (7701.86 seconds)
Cbc0010I After 4122035 nodes, 47613 on tree, 15 best solution, best possible 14.75 (7702.56 seconds)
Cbc0010I After 4122489 nodes, 47548 on tree, 15 best solution, best possible 14.75 (7703.28 seconds)
Cbc0010I After 4122869 nodes, 47597 on tree, 15 best solution, best possible 14.75 (7703.98 seconds)
Cbc0010I After 4123363 nodes, 47599 on tree, 15 best solution, best possible 14.75 (7704.69 seconds)
Cbc0010I After 4123716 nodes, 47633 on tree, 15 best solution, best possible 14.75 (7705.39 seconds)
Cbc0010I After 4124152 nodes, 47572 on tree, 15 best solution, best possible 14.75 (7706.10 seconds)
Cbc0010I After 4124520 nodes, 47504 on tree, 15 best solution, best possible 14.75 (7706.81 seconds)
Cbc0010I After 4124805 nodes, 47509 on tree, 15 best solution, best possible 14.75 (7707.52 seconds)
Cbc0010I After 4125075 nodes, 47533 on tree, 15 best solution, best possible 14.75 (7708.22 seconds)
Cbc0010I After 4125443 nodes, 47572 on tree, 15 best solution, best possible 14.75 (7708.93 seconds)
Cbc0010I After 4125804 nodes, 47599 on tree, 15 best solution, best possible 14.75 (7709.64 seconds)
Cbc0010I After 4126266 nodes, 47576 on tree, 15 best solution, best possible 14.75 (7710.35 seconds)
Cbc0010I After 4126604 nodes, 47589 on tree, 15 best solution, best possible 14.75 (7711.06 seconds)
Cbc0010I After 4126953 nodes, 47609 on tree, 15 best solution, best possible 14.75 (7711.77 seconds)
Cbc0010I After 4127315 nodes, 47623 on tree, 15 best solution, best possible 14.75 (7712.48 seconds)
Cbc0010I After 4127697 nodes, 47637 on tree, 15 best solution, best possible 14.75 (7713.18 seconds)
Cbc0010I After 4127996 nodes, 47671 on tree, 15 best solution, best possible 14.75 (7713.89 seconds)
Cbc0010I After 4128366 nodes, 47577 on tree, 15 best solution, best possible 14.75 (7714.61 seconds)
Cbc0010I After 4128641 nodes, 47583 on tree, 15 best solution, best possible 14.75 (7715.31 seconds)
Cbc0010I After 4128906 nodes, 47589 on tree, 15 best solution, best possible 14.75 (7716.02 seconds)
Cbc0010I After 4129170 nodes, 47585 on tree, 15 best solution, best possible 14.75 (7716.73 seconds)
Cbc0010I After 4129435 nodes, 47633 on tree, 15 best solution, best possible 14.75 (7717.44 seconds)
Cbc0010I After 4129747 nodes, 47672 on tree, 15 best solution, best possible 14.75 (7718.15 seconds)
Cbc0010I After 4130153 nodes, 47680 on tree, 15 best solution, best possible 14.75 (7718.85 seconds)
Cbc0010I After 4130527 nodes, 47640 on tree, 15 best solution, best possible 14.75 (7719.56 seconds)
Cbc0010I After 4130859 nodes, 47675 on tree, 15 best solution, best possible 14.75 (7720.27 seconds)
Cbc0010I After 4131203 nodes, 47691 on tree, 15 best solution, best possible 14.75 (7720.97 seconds)
Cbc0010I After 4131534 nodes, 47712 on tree, 15 best solution, best possible 14.75 (7721.68 seconds)
Cbc0010I After 4131864 nodes, 47724 on tree, 15 best solution, best possible 14.75 (7722.39 seconds)
Cbc0010I After 4132316 nodes, 47598 on tree, 15 best solution, best possible 14.75 (7723.10 seconds)
Cbc0010I After 4132672 nodes, 47317 on tree, 15 best solution, best possible 14.75 (7723.81 seconds)
Cbc0010I After 4133018 nodes, 47029 on tree, 15 best solution, best possible 14.75 (7724.51 seconds)
Cbc0010I After 4133190 nodes, 47046 on tree, 15 best solution, best possible 14.75 (7725.22 seconds)
Cbc0010I After 4133407 nodes, 47072 on tree, 15 best solution, best possible 14.75 (7725.93 seconds)
Cbc0010I After 4133671 nodes, 47100 on tree, 15 best solution, best possible 14.75 (7726.64 seconds)
Cbc0010I After 4133985 nodes, 47134 on tree, 15 best solution, best possible 14.75 (7727.34 seconds)
Cbc0010I After 4134311 nodes, 47079 on tree, 15 best solution, best possible 14.75 (7728.05 seconds)
Cbc0010I After 4134632 nodes, 47097 on tree, 15 best solution, best possible 14.75 (7728.76 seconds)
Cbc0010I After 4134966 nodes, 47133 on tree, 15 best solution, best possible 14.75 (7729.47 seconds)
Cbc0010I After 4135352 nodes, 47146 on tree, 15 best solution, best possible 14.75 (7730.17 seconds)
Cbc0010I After 4135710 nodes, 47165 on tree, 15 best solution, best possible 14.75 (7730.88 seconds)
Cbc0010I After 4136139 nodes, 47132 on tree, 15 best solution, best possible 14.75 (7731.59 seconds)
Cbc0010I After 4136541 nodes, 46887 on tree, 15 best solution, best possible 14.75 (7732.30 seconds)
Cbc0010I After 4136955 nodes, 46529 on tree, 15 best solution, best possible 14.75 (7733.01 seconds)
Cbc0010I After 4137138 nodes, 46522 on tree, 15 best solution, best possible 14.75 (7733.71 seconds)
Cbc0010I After 4137335 nodes, 46535 on tree, 15 best solution, best possible 14.75 (7734.42 seconds)
Cbc0010I After 4137648 nodes, 46591 on tree, 15 best solution, best possible 14.75 (7735.13 seconds)
Cbc0010I After 4138000 nodes, 46613 on tree, 15 best solution, best possible 14.75 (7735.85 seconds)
Cbc0010I After 4138355 nodes, 46568 on tree, 15 best solution, best possible 14.75 (7736.56 seconds)
Cbc0010I After 4138697 nodes, 46576 on tree, 15 best solution, best possible 14.75 (7737.27 seconds)
Cbc0010I After 4139076 nodes, 46593 on tree, 15 best solution, best possible 14.75 (7737.97 seconds)
Cbc0010I After 4139412 nodes, 46605 on tree, 15 best solution, best possible 14.75 (7738.68 seconds)
Cbc0010I After 4139762 nodes, 46622 on tree, 15 best solution, best possible 14.75 (7739.39 seconds)
Cbc0010I After 4140191 nodes, 46589 on tree, 15 best solution, best possible 14.75 (7740.10 seconds)
Cbc0010I After 4140566 nodes, 46387 on tree, 15 best solution, best possible 14.75 (7740.80 seconds)
Cbc0010I After 4140976 nodes, 46007 on tree, 15 best solution, best possible 14.75 (7741.51 seconds)
Cbc0010I After 4141141 nodes, 46001 on tree, 15 best solution, best possible 14.75 (7742.22 seconds)
Cbc0010I After 4141367 nodes, 46021 on tree, 15 best solution, best possible 14.75 (7742.92 seconds)
Cbc0010I After 4141731 nodes, 46071 on tree, 15 best solution, best possible 14.75 (7743.63 seconds)
Cbc0010I After 4142151 nodes, 46082 on tree, 15 best solution, best possible 14.75 (7744.34 seconds)
Cbc0010I After 4142555 nodes, 46045 on tree, 15 best solution, best possible 14.75 (7745.04 seconds)
Cbc0010I After 4142878 nodes, 46053 on tree, 15 best solution, best possible 14.75 (7745.75 seconds)
Cbc0010I After 4143200 nodes, 46065 on tree, 15 best solution, best possible 14.75 (7746.46 seconds)
Cbc0010I After 4143539 nodes, 46085 on tree, 15 best solution, best possible 14.75 (7747.17 seconds)
Cbc0010I After 4143889 nodes, 46109 on tree, 15 best solution, best possible 14.75 (7747.87 seconds)
Cbc0010I After 4144244 nodes, 46052 on tree, 15 best solution, best possible 14.75 (7748.58 seconds)
Cbc0010I After 4144613 nodes, 45815 on tree, 15 best solution, best possible 14.75 (7749.29 seconds)
Cbc0010I After 4144997 nodes, 45463 on tree, 15 best solution, best possible 14.75 (7749.99 seconds)
Cbc0010I After 4145147 nodes, 45480 on tree, 15 best solution, best possible 14.75 (7750.70 seconds)
Cbc0010I After 4145408 nodes, 45520 on tree, 15 best solution, best possible 14.75 (7751.41 seconds)
Cbc0010I After 4145774 nodes, 45575 on tree, 15 best solution, best possible 14.75 (7752.11 seconds)
Cbc0010I After 4146145 nodes, 45593 on tree, 15 best solution, best possible 14.75 (7752.82 seconds)
Cbc0010I After 4146495 nodes, 45554 on tree, 15 best solution, best possible 14.75 (7753.53 seconds)
Cbc0010I After 4146870 nodes, 45576 on tree, 15 best solution, best possible 14.75 (7754.23 seconds)
Cbc0010I After 4147354 nodes, 45585 on tree, 15 best solution, best possible 14.75 (7754.95 seconds)
Cbc0010I After 4147728 nodes, 45608 on tree, 15 best solution, best possible 14.75 (7755.65 seconds)
Cbc0010I After 4148091 nodes, 45601 on tree, 15 best solution, best possible 14.75 (7756.36 seconds)
Cbc0010I After 4148478 nodes, 45435 on tree, 15 best solution, best possible 14.75 (7757.07 seconds)
Cbc0010I After 4148685 nodes, 45401 on tree, 15 best solution, best possible 14.75 (7757.78 seconds)
Cbc0010I After 4148955 nodes, 45405 on tree, 15 best solution, best possible 14.75 (7758.49 seconds)
Cbc0010I After 4149280 nodes, 45455 on tree, 15 best solution, best possible 14.75 (7759.19 seconds)
Cbc0010I After 4149641 nodes, 45506 on tree, 15 best solution, best possible 14.75 (7759.90 seconds)
Cbc0010I After 4150061 nodes, 45546 on tree, 15 best solution, best possible 14.75 (7760.61 seconds)
Cbc0010I After 4150435 nodes, 45510 on tree, 15 best solution, best possible 14.75 (7761.31 seconds)
Cbc0010I After 4150835 nodes, 45556 on tree, 15 best solution, best possible 14.75 (7762.02 seconds)
Cbc0010I After 4151273 nodes, 45553 on tree, 15 best solution, best possible 14.75 (7762.72 seconds)
Cbc0010I After 4151657 nodes, 45566 on tree, 15 best solution, best possible 14.75 (7763.43 seconds)
Cbc0010I After 4152026 nodes, 45595 on tree, 15 best solution, best possible 14.75 (7764.14 seconds)
Cbc0010I After 4152392 nodes, 45520 on tree, 15 best solution, best possible 14.75 (7764.84 seconds)
Cbc0010I After 4152678 nodes, 45490 on tree, 15 best solution, best possible 14.75 (7765.56 seconds)
Cbc0010I After 4152928 nodes, 45494 on tree, 15 best solution, best possible 14.75 (7766.26 seconds)
Cbc0010I After 4153251 nodes, 45530 on tree, 15 best solution, best possible 14.75 (7766.97 seconds)
Cbc0010I After 4153606 nodes, 45568 on tree, 15 best solution, best possible 14.75 (7767.68 seconds)
Cbc0010I After 4153926 nodes, 45609 on tree, 15 best solution, best possible 14.75 (7768.38 seconds)
Cbc0010I After 4154359 nodes, 45607 on tree, 15 best solution, best possible 14.75 (7769.09 seconds)
Cbc0010I After 4154730 nodes, 45562 on tree, 15 best solution, best possible 14.75 (7769.80 seconds)
