Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/50v-10.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/50v-10.txt -quit (default strategy 1)
At line 1 NAME          50v-10
At line 2 ROWS
At line 237 COLUMNS
At line 4632 RHS
At line 4659 BOUNDS
At line 6307 ENDATA
Problem 50v-10 has 233 rows, 2013 columns and 2745 elements
Coin0008I 50v-10 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 2879.07 - 0.100023 seconds
Cgl0004I processed model has 233 rows, 2013 columns (1647 integer (1464 of which binary)) and 2745 elements
Coin3009W Conflict graph built in 0.002 seconds, density: 0.018%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 29 integers unsatisfied sum - 8.7963
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 233 rows 2013 columns, reduced to 233 rows 549 columns
Cbc0038I Cleaned solution of 6627.51
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (0.94 seconds)
Cbc0038I Round again with cutoff of 6252.67
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 234 rows 2013 columns, reduced to 234 rows 549 columns
Cbc0038I Mini branch and bound could not fix general integers
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (1.98 seconds)
Cbc0038I After 1.98 seconds - Feasibility pump exiting with objective of 6627.51 - took 1.89 seconds
Cbc0012I Integer solution of 6627.51 found by feasibility pump after 0 iterations and 0 nodes (2.00 seconds)
Cbc0038I Full problem 233 rows 2013 columns, reduced to 20 rows 33 columns
Cbc0012I Integer solution of 6621.18 found by RINS after 0 iterations and 0 nodes (5.24 seconds)
Cbc0012I Integer solution of 6427.1 found by DiveCoefficient after 1239 iterations and 0 nodes (12.72 seconds)
Cbc0031I 73 added rows had average density of 231.79452
Cbc0013I At root node, 73 cuts changed objective from 2879.0657 to 3161.7528 in 15 passes
Cbc0014I Cut generator 0 (Probing) - 6 row cuts average 103.0 elements, 1 column cuts (1 active)  in 5.409 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 249 row cuts average 381.3 elements, 0 column cuts (0 active)  in 0.379 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.072 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.144 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 94 row cuts average 168.4 elements, 0 column cuts (0 active)  in 0.178 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.126 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 219 row cuts average 225.5 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 6427.1 best solution, best possible 3161.7528 (14.81 seconds)
Cbc0010I After 1044871 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (8273.39 seconds)
Cbc0010I After 1044960 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8274.10 seconds)
Cbc0010I After 1045043 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (8274.80 seconds)
Cbc0010I After 1045117 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (8275.51 seconds)
Cbc0010I After 1045190 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (8276.22 seconds)
Cbc0010I After 1045313 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (8276.93 seconds)
Cbc0010I After 1045427 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (8277.63 seconds)
Cbc0010I After 1045526 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (8278.34 seconds)
Cbc0010I After 1045618 nodes, 19889 on tree, 3856.03 best solution, best possible 3185.6788 (8279.04 seconds)
Cbc0010I After 1045728 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8279.75 seconds)
Cbc0010I After 1045868 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8280.45 seconds)
Cbc0010I After 1045928 nodes, 19883 on tree, 3856.03 best solution, best possible 3185.6788 (8281.16 seconds)
Cbc0010I After 1046036 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (8281.86 seconds)
Cbc0010I After 1046190 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (8282.57 seconds)
Cbc0010I After 1046295 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (8283.27 seconds)
Cbc0010I After 1046401 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8283.97 seconds)
Cbc0010I After 1046496 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8284.68 seconds)
Cbc0010I After 1046552 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (8285.39 seconds)
Cbc0010I After 1046607 nodes, 19858 on tree, 3856.03 best solution, best possible 3185.6788 (8286.10 seconds)
Cbc0010I After 1046662 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (8286.80 seconds)
Cbc0010I After 1046786 nodes, 19857 on tree, 3856.03 best solution, best possible 3185.6788 (8287.51 seconds)
Cbc0010I After 1046926 nodes, 19897 on tree, 3856.03 best solution, best possible 3185.6788 (8288.21 seconds)
Cbc0010I After 1047078 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (8288.92 seconds)
Cbc0010I After 1047233 nodes, 19888 on tree, 3856.03 best solution, best possible 3185.6788 (8289.62 seconds)
Cbc0010I After 1047390 nodes, 19880 on tree, 3856.03 best solution, best possible 3185.6788 (8290.32 seconds)
Cbc0010I After 1047554 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (8291.02 seconds)
Cbc0010I After 1047684 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (8291.73 seconds)
Cbc0010I After 1047780 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (8292.45 seconds)
Cbc0010I After 1047848 nodes, 19896 on tree, 3856.03 best solution, best possible 3185.6788 (8293.15 seconds)
Cbc0010I After 1047998 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8293.85 seconds)
Cbc0010I After 1048168 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (8294.56 seconds)
Cbc0010I After 1048337 nodes, 19886 on tree, 3856.03 best solution, best possible 3185.6788 (8295.26 seconds)
Cbc0010I After 1048474 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (8295.96 seconds)
Cbc0010I After 1048556 nodes, 19854 on tree, 3856.03 best solution, best possible 3185.6788 (8296.68 seconds)
Cbc0010I After 1048608 nodes, 19849 on tree, 3856.03 best solution, best possible 3185.6788 (8297.39 seconds)
Cbc0010I After 1048697 nodes, 19847 on tree, 3856.03 best solution, best possible 3185.6788 (8298.10 seconds)
Cbc0010I After 1048804 nodes, 19842 on tree, 3856.03 best solution, best possible 3185.6788 (8298.80 seconds)
Cbc0010I After 1048924 nodes, 19886 on tree, 3856.03 best solution, best possible 3185.6788 (8299.50 seconds)
Cbc0010I After 1049064 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (8300.21 seconds)
Cbc0010I After 1049198 nodes, 19877 on tree, 3856.03 best solution, best possible 3185.6788 (8300.92 seconds)
Cbc0010I After 1049274 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (8301.63 seconds)
Cbc0010I After 1049339 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (8302.35 seconds)
Cbc0010I After 1049427 nodes, 19854 on tree, 3856.03 best solution, best possible 3185.6788 (8303.07 seconds)
Cbc0010I After 1049515 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (8303.78 seconds)
Cbc0010I After 1049613 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (8304.49 seconds)
Cbc0010I After 1049720 nodes, 19857 on tree, 3856.03 best solution, best possible 3185.6788 (8305.20 seconds)
Cbc0010I After 1049828 nodes, 19845 on tree, 3856.03 best solution, best possible 3185.6788 (8305.91 seconds)
Cbc0010I After 1049924 nodes, 19857 on tree, 3856.03 best solution, best possible 3185.6788 (8306.61 seconds)
Cbc0010I After 1050016 nodes, 19837 on tree, 3856.03 best solution, best possible 3185.6788 (8307.32 seconds)
Cbc0010I After 1050055 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (8308.04 seconds)
Cbc0010I After 1050102 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (8308.75 seconds)
Cbc0010I After 1050155 nodes, 19894 on tree, 3856.03 best solution, best possible 3185.6788 (8309.46 seconds)
Cbc0010I After 1050228 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (8310.17 seconds)
Cbc0010I After 1050316 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (8310.88 seconds)
Cbc0010I After 1050411 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (8311.59 seconds)
Cbc0010I After 1050498 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (8312.29 seconds)
Cbc0010I After 1050588 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8313.00 seconds)
Cbc0010I After 1050681 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (8313.71 seconds)
Cbc0010I After 1050768 nodes, 19852 on tree, 3856.03 best solution, best possible 3185.6788 (8314.42 seconds)
Cbc0010I After 1050836 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (8315.12 seconds)
Cbc0010I After 1050912 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (8315.85 seconds)
Cbc0010I After 1050980 nodes, 19855 on tree, 3856.03 best solution, best possible 3185.6788 (8316.56 seconds)
Cbc0010I After 1051037 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (8317.27 seconds)
Cbc0010I After 1051107 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (8317.99 seconds)
Cbc0010I After 1051176 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (8318.71 seconds)
Cbc0010I After 1051221 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (8319.41 seconds)
Cbc0010I After 1051283 nodes, 19842 on tree, 3856.03 best solution, best possible 3185.6788 (8320.11 seconds)
Cbc0010I After 1051352 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (8320.82 seconds)
Cbc0010I After 1051423 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (8321.53 seconds)
Cbc0010I After 1051487 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (8322.23 seconds)
Cbc0010I After 1051579 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (8322.94 seconds)
Cbc0010I After 1051655 nodes, 19858 on tree, 3856.03 best solution, best possible 3185.6788 (8323.64 seconds)
Cbc0010I After 1051707 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (8324.37 seconds)
Cbc0010I After 1051795 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (8325.09 seconds)
Cbc0010I After 1051864 nodes, 19843 on tree, 3856.03 best solution, best possible 3185.6788 (8325.82 seconds)
Cbc0010I After 1051934 nodes, 19840 on tree, 3856.03 best solution, best possible 3185.6788 (8326.53 seconds)
Cbc0010I After 1051990 nodes, 19845 on tree, 3856.03 best solution, best possible 3185.6788 (8327.24 seconds)
Cbc0010I After 1052060 nodes, 19844 on tree, 3856.03 best solution, best possible 3185.6788 (8327.94 seconds)
Cbc0010I After 1052109 nodes, 19850 on tree, 3856.03 best solution, best possible 3185.6788 (8328.65 seconds)
Cbc0010I After 1052177 nodes, 19854 on tree, 3856.03 best solution, best possible 3185.6788 (8329.36 seconds)
Cbc0010I After 1052258 nodes, 19846 on tree, 3856.03 best solution, best possible 3185.6788 (8330.06 seconds)
Cbc0010I After 1052317 nodes, 19847 on tree, 3856.03 best solution, best possible 3185.6788 (8330.77 seconds)
Cbc0010I After 1052358 nodes, 19851 on tree, 3856.03 best solution, best possible 3185.6788 (8331.52 seconds)
Cbc0010I After 1052418 nodes, 19839 on tree, 3856.03 best solution, best possible 3185.6788 (8332.23 seconds)
Cbc0010I After 1052469 nodes, 19855 on tree, 3856.03 best solution, best possible 3185.6788 (8332.94 seconds)
Cbc0010I After 1052517 nodes, 19846 on tree, 3856.03 best solution, best possible 3185.6788 (8333.67 seconds)
Cbc0010I After 1052583 nodes, 19837 on tree, 3856.03 best solution, best possible 3185.6788 (8334.37 seconds)
Cbc0010I After 1052643 nodes, 19838 on tree, 3856.03 best solution, best possible 3185.6788 (8335.08 seconds)
Cbc0010I After 1052691 nodes, 19832 on tree, 3856.03 best solution, best possible 3185.6788 (8335.79 seconds)
Cbc0010I After 1052749 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8336.50 seconds)
Cbc0010I After 1052812 nodes, 19936 on tree, 3856.03 best solution, best possible 3185.6788 (8337.21 seconds)
Cbc0010I After 1052871 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (8337.92 seconds)
Cbc0010I After 1052972 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (8338.63 seconds)
Cbc0010I After 1053068 nodes, 19914 on tree, 3856.03 best solution, best possible 3185.6788 (8339.33 seconds)
Cbc0010I After 1053176 nodes, 19893 on tree, 3856.03 best solution, best possible 3185.6788 (8340.04 seconds)
Cbc0010I After 1053291 nodes, 19905 on tree, 3856.03 best solution, best possible 3185.6788 (8340.74 seconds)
Cbc0010I After 1053385 nodes, 19919 on tree, 3856.03 best solution, best possible 3185.6788 (8341.45 seconds)
Cbc0010I After 1053466 nodes, 19899 on tree, 3856.03 best solution, best possible 3185.6788 (8342.15 seconds)
Cbc0010I After 1053537 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (8342.86 seconds)
Cbc0010I After 1053642 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (8343.57 seconds)
Cbc0010I After 1053745 nodes, 19912 on tree, 3856.03 best solution, best possible 3185.6788 (8344.28 seconds)
Cbc0010I After 1053854 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (8344.98 seconds)
Cbc0010I After 1053961 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (8345.68 seconds)
Cbc0010I After 1054064 nodes, 19916 on tree, 3856.03 best solution, best possible 3185.6788 (8346.40 seconds)
Cbc0010I After 1054162 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (8347.10 seconds)
Cbc0010I After 1054279 nodes, 19889 on tree, 3856.03 best solution, best possible 3185.6788 (8347.81 seconds)
Cbc0010I After 1054391 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (8348.52 seconds)
Cbc0010I After 1054525 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8349.22 seconds)
Cbc0010I After 1054628 nodes, 19916 on tree, 3856.03 best solution, best possible 3185.6788 (8349.92 seconds)
Cbc0010I After 1054729 nodes, 19910 on tree, 3856.03 best solution, best possible 3185.6788 (8350.63 seconds)
Cbc0010I After 1054822 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (8351.34 seconds)
Cbc0010I After 1054890 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (8352.04 seconds)
Cbc0010I After 1054979 nodes, 19906 on tree, 3856.03 best solution, best possible 3185.6788 (8352.75 seconds)
Cbc0010I After 1055131 nodes, 19883 on tree, 3856.03 best solution, best possible 3185.6788 (8353.45 seconds)
Cbc0010I After 1055258 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (8354.15 seconds)
Cbc0010I After 1055416 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (8354.85 seconds)
Cbc0010I After 1055576 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (8355.56 seconds)
Cbc0010I After 1055740 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (8356.26 seconds)
Cbc0010I After 1055899 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8356.97 seconds)
Cbc0010I After 1056058 nodes, 19901 on tree, 3856.03 best solution, best possible 3185.6788 (8357.67 seconds)
Cbc0010I After 1056108 nodes, 19902 on tree, 3856.03 best solution, best possible 3185.6788 (8358.37 seconds)
Cbc0010I After 1056171 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (8359.08 seconds)
Cbc0010I After 1056312 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (8359.79 seconds)
Cbc0010I After 1056491 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (8360.49 seconds)
Cbc0010I After 1056663 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8361.20 seconds)
Cbc0010I After 1056830 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (8361.90 seconds)
Cbc0010I After 1056931 nodes, 19920 on tree, 3856.03 best solution, best possible 3185.6788 (8362.62 seconds)
Cbc0010I After 1056996 nodes, 19918 on tree, 3856.03 best solution, best possible 3185.6788 (8363.33 seconds)
Cbc0010I After 1057155 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8364.04 seconds)
Cbc0010I After 1057322 nodes, 19896 on tree, 3856.03 best solution, best possible 3185.6788 (8364.74 seconds)
Cbc0010I After 1057460 nodes, 19894 on tree, 3856.03 best solution, best possible 3185.6788 (8365.44 seconds)
Cbc0010I After 1057599 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8366.15 seconds)
Cbc0010I After 1057740 nodes, 19889 on tree, 3856.03 best solution, best possible 3185.6788 (8366.85 seconds)
Cbc0010I After 1057888 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8367.56 seconds)
Cbc0010I After 1058023 nodes, 19932 on tree, 3856.03 best solution, best possible 3185.6788 (8368.26 seconds)
Cbc0010I After 1058126 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (8368.97 seconds)
Cbc0010I After 1058182 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (8369.67 seconds)
Cbc0010I After 1058313 nodes, 19914 on tree, 3856.03 best solution, best possible 3185.6788 (8370.38 seconds)
Cbc0010I After 1058475 nodes, 19926 on tree, 3856.03 best solution, best possible 3185.6788 (8371.08 seconds)
Cbc0010I After 1058627 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (8371.78 seconds)
Cbc0010I After 1058783 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (8372.49 seconds)
Cbc0010I After 1058936 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (8373.19 seconds)
Cbc0010I After 1059100 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (8373.90 seconds)
Cbc0010I After 1059285 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (8374.60 seconds)
Cbc0010I After 1059382 nodes, 19874 on tree, 3856.03 best solution, best possible 3185.6788 (8375.32 seconds)
Cbc0010I After 1059452 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8376.02 seconds)
Cbc0010I After 1059533 nodes, 19876 on tree, 3856.03 best solution, best possible 3185.6788 (8376.73 seconds)
Cbc0010I After 1059626 nodes, 19915 on tree, 3856.03 best solution, best possible 3185.6788 (8377.44 seconds)
Cbc0010I After 1059725 nodes, 19912 on tree, 3856.03 best solution, best possible 3185.6788 (8378.15 seconds)
Cbc0010I After 1059844 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (8378.85 seconds)
Cbc0010I After 1059951 nodes, 19915 on tree, 3856.03 best solution, best possible 3185.6788 (8379.56 seconds)
Cbc0010I After 1060109 nodes, 19876 on tree, 3856.03 best solution, best possible 3185.6788 (8380.26 seconds)
Cbc0010I After 1060251 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (8380.97 seconds)
Cbc0010I After 1060335 nodes, 19902 on tree, 3856.03 best solution, best possible 3185.6788 (8381.68 seconds)
Cbc0010I After 1060400 nodes, 19906 on tree, 3856.03 best solution, best possible 3185.6788 (8382.40 seconds)
Cbc0010I After 1060492 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (8383.10 seconds)
Cbc0010I After 1060588 nodes, 19899 on tree, 3856.03 best solution, best possible 3185.6788 (8383.81 seconds)
Cbc0010I After 1060699 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (8384.51 seconds)
Cbc0010I After 1060810 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (8385.21 seconds)
Cbc0010I After 1060893 nodes, 19896 on tree, 3856.03 best solution, best possible 3185.6788 (8385.92 seconds)
Cbc0010I After 1060965 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (8386.63 seconds)
Cbc0010I After 1061052 nodes, 19901 on tree, 3856.03 best solution, best possible 3185.6788 (8387.34 seconds)
Cbc0010I After 1061159 nodes, 19900 on tree, 3856.03 best solution, best possible 3185.6788 (8388.04 seconds)
Cbc0010I After 1061271 nodes, 19892 on tree, 3856.03 best solution, best possible 3185.6788 (8388.75 seconds)
Cbc0010I After 1061365 nodes, 19902 on tree, 3856.03 best solution, best possible 3185.6788 (8389.46 seconds)
Cbc0010I After 1061463 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8390.16 seconds)
Cbc0010I After 1061526 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (8390.87 seconds)
Cbc0010I After 1061610 nodes, 19880 on tree, 3856.03 best solution, best possible 3185.6788 (8391.58 seconds)
Cbc0010I After 1061700 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (8392.28 seconds)
Cbc0010I After 1061778 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (8392.99 seconds)
Cbc0010I After 1061880 nodes, 19916 on tree, 3856.03 best solution, best possible 3185.6788 (8393.70 seconds)
Cbc0010I After 1061971 nodes, 19937 on tree, 3856.03 best solution, best possible 3185.6788 (8394.40 seconds)
Cbc0010I After 1062071 nodes, 19924 on tree, 3856.03 best solution, best possible 3185.6788 (8395.10 seconds)
Cbc0010I After 1062166 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (8395.81 seconds)
Cbc0010I After 1062216 nodes, 19913 on tree, 3856.03 best solution, best possible 3185.6788 (8396.52 seconds)
Cbc0010I After 1062299 nodes, 19910 on tree, 3856.03 best solution, best possible 3185.6788 (8397.23 seconds)
Cbc0010I After 1062371 nodes, 19925 on tree, 3856.03 best solution, best possible 3185.6788 (8397.94 seconds)
Cbc0010I After 1062437 nodes, 19921 on tree, 3856.03 best solution, best possible 3185.6788 (8398.64 seconds)
Cbc0010I After 1062494 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (8399.35 seconds)
Cbc0010I After 1062575 nodes, 19910 on tree, 3856.03 best solution, best possible 3185.6788 (8400.06 seconds)
Cbc0010I After 1062668 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (8400.77 seconds)
Cbc0010I After 1062752 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (8401.48 seconds)
Cbc0010I After 1062855 nodes, 19894 on tree, 3856.03 best solution, best possible 3185.6788 (8402.19 seconds)
Cbc0010I After 1062954 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (8402.90 seconds)
Cbc0010I After 1063023 nodes, 19922 on tree, 3856.03 best solution, best possible 3185.6788 (8403.62 seconds)
Cbc0010I After 1063095 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (8404.33 seconds)
Cbc0010I After 1063194 nodes, 19907 on tree, 3856.03 best solution, best possible 3185.6788 (8405.04 seconds)
Cbc0010I After 1063288 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (8405.74 seconds)
Cbc0010I After 1063395 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8406.45 seconds)
Cbc0010I After 1063501 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (8407.16 seconds)
Cbc0010I After 1063611 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (8407.87 seconds)
Cbc0010I After 1063711 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (8408.57 seconds)
Cbc0010I After 1063792 nodes, 19897 on tree, 3856.03 best solution, best possible 3185.6788 (8409.29 seconds)
Cbc0010I After 1063879 nodes, 19905 on tree, 3856.03 best solution, best possible 3185.6788 (8410.00 seconds)
Cbc0010I After 1063995 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (8410.71 seconds)
Cbc0010I After 1064086 nodes, 19900 on tree, 3856.03 best solution, best possible 3185.6788 (8411.41 seconds)
Cbc0010I After 1064199 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (8412.12 seconds)
Cbc0010I After 1064294 nodes, 19876 on tree, 3856.03 best solution, best possible 3185.6788 (8412.83 seconds)
Cbc0010I After 1064386 nodes, 19883 on tree, 3856.03 best solution, best possible 3185.6788 (8413.53 seconds)
Cbc0010I After 1064479 nodes, 19905 on tree, 3856.03 best solution, best possible 3185.6788 (8414.24 seconds)
Cbc0010I After 1064582 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (8414.95 seconds)
Cbc0010I After 1064667 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (8415.67 seconds)
Cbc0010I After 1064770 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (8416.38 seconds)
Cbc0010I After 1064852 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (8417.09 seconds)
Cbc0010I After 1064946 nodes, 19889 on tree, 3856.03 best solution, best possible 3185.6788 (8417.79 seconds)
Cbc0010I After 1065056 nodes, 19853 on tree, 3856.03 best solution, best possible 3185.6788 (8418.50 seconds)
Cbc0010I After 1065125 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8419.21 seconds)
Cbc0010I After 1065219 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (8419.91 seconds)
Cbc0010I After 1065288 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (8420.64 seconds)
Cbc0010I After 1065339 nodes, 19893 on tree, 3856.03 best solution, best possible 3185.6788 (8421.34 seconds)
Cbc0010I After 1065439 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (8422.04 seconds)
Cbc0010I After 1065522 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (8422.75 seconds)
Cbc0010I After 1065632 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (8423.46 seconds)
Cbc0010I After 1065732 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (8424.16 seconds)
Cbc0010I After 1065825 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (8424.87 seconds)
Cbc0010I After 1065913 nodes, 19890 on tree, 3856.03 best solution, best possible 3185.6788 (8425.57 seconds)
Cbc0010I After 1066006 nodes, 19915 on tree, 3856.03 best solution, best possible 3185.6788 (8426.28 seconds)
