Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-3627168-kasai.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-3627168-kasai.txt -quit (default strategy 1)
At line 1 NAME          neos-3627168-kasai
At line 2 ROWS
At line 1659 COLUMNS
At line 6823 RHS
At line 7818 BOUNDS
At line 8284 ENDATA
Problem neos-3627168-kasai has 1655 rows, 1462 columns and 5158 elements
Coin0008I neos-3627168-kasai read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 945808 - 0.207023 seconds
Cgl0004I processed model has 1652 rows, 1400 columns (476 integer (476 of which binary)) and 4158 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.012%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 157 integers unsatisfied sum - 43.2401
Cbc0038I Pass   1: suminf.   15.24531 (83) obj. 968401 iterations 500
Cbc0038I Pass   2: suminf.   12.29192 (79) obj. 969092 iterations 39
Cbc0038I Pass   3: suminf.    3.31194 (23) obj. 981104 iterations 116
Cbc0038I Pass   4: suminf.    0.88000 (12) obj. 989076 iterations 40
Cbc0038I Solution found of 991856
Cbc0038I Relaxing continuous gives 991523
Cbc0038I Before mini branch and bound, 263 integers at bound fixed and 324 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 400 rows 385 columns
Cbc0038I Mini branch and bound improved solution from 991523 to 989622 (1.48 seconds)
Cbc0038I Round again with cutoff of 986094
Cbc0038I Pass   5: suminf.   15.24531 (83) obj. 968401 iterations 0
Cbc0038I Pass   6: suminf.   12.29192 (79) obj. 969092 iterations 58
Cbc0038I Pass   7: suminf.    5.84577 (57) obj. 972228 iterations 66
Cbc0038I Pass   8: suminf.    1.52491 (20) obj. 982154 iterations 72
Cbc0038I Pass   9: suminf.    0.19204 (3) obj. 986094 iterations 84
Cbc0038I Pass  10: suminf.    0.17982 (3) obj. 986094 iterations 3
Cbc0038I Pass  11: suminf.    0.92859 (3) obj. 986094 iterations 28
Cbc0038I Pass  12: suminf.    0.13131 (2) obj. 986094 iterations 22
Cbc0038I Pass  13: suminf.    5.04140 (27) obj. 986094 iterations 261
Cbc0038I Pass  14: suminf.    3.50183 (19) obj. 986094 iterations 76
Cbc0038I Pass  15: suminf.    1.76272 (8) obj. 986094 iterations 90
Cbc0038I Pass  16: suminf.    1.65129 (9) obj. 986094 iterations 26
Cbc0038I Pass  17: suminf.    2.10612 (11) obj. 986094 iterations 43
Cbc0038I Pass  18: suminf.    2.11091 (11) obj. 986094 iterations 10
Cbc0038I Pass  19: suminf.    1.71634 (11) obj. 986094 iterations 50
Cbc0038I Pass  20: suminf.    1.71634 (11) obj. 986094 iterations 2
Cbc0038I Pass  21: suminf.    2.63233 (11) obj. 986094 iterations 51
Cbc0038I Pass  22: suminf.    2.61324 (13) obj. 986094 iterations 8
Cbc0038I Pass  23: suminf.    3.26009 (16) obj. 986094 iterations 48
Cbc0038I Pass  24: suminf.    3.25567 (18) obj. 986094 iterations 5
Cbc0038I Pass  25: suminf.    1.56725 (6) obj. 986094 iterations 86
Cbc0038I Pass  26: suminf.    1.26167 (6) obj. 986094 iterations 77
Cbc0038I Pass  27: suminf.   12.96482 (61) obj. 986094 iterations 353
Cbc0038I Pass  28: suminf.    8.46968 (48) obj. 986094 iterations 125
Cbc0038I Pass  29: suminf.    6.11743 (31) obj. 986094 iterations 154
Cbc0038I Pass  30: suminf.    5.07514 (28) obj. 986094 iterations 32
Cbc0038I Pass  31: suminf.    5.08030 (24) obj. 986094 iterations 111
Cbc0038I Pass  32: suminf.    4.21003 (22) obj. 986094 iterations 50
Cbc0038I Pass  33: suminf.    4.07728 (19) obj. 986094 iterations 46
Cbc0038I Pass  34: suminf.    3.95199 (20) obj. 986094 iterations 14
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 164 integers at bound fixed and 201 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 900 rows 787 columns - 108 fixed gives 644, 593 - ok now
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 644 rows 592 columns
Cbc0038I Mini branch and bound did not improve solution (3.13 seconds)
Cbc0038I After 3.13 seconds - Feasibility pump exiting with objective of 989622 - took 2.83 seconds
Cbc0012I Integer solution of 989621.93 found by feasibility pump after 0 iterations and 0 nodes (3.16 seconds)
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 642 rows 550 columns
Cbc0031I 211 added rows had average density of 7.7772512
Cbc0013I At root node, 211 cuts changed objective from 954341.03 to 967481.12 in 43 passes
Cbc0014I Cut generator 0 (Probing) - 1147 row cuts average 2.4 elements, 0 column cuts (93 active)  in 0.093 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 290 row cuts average 22.7 elements, 0 column cuts (0 active)  in 0.590 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 46 row cuts average 13.5 elements, 0 column cuts (0 active)  in 0.233 seconds - new frequency is 1
Cbc0014I Cut generator 3 (liftKnapsack) - 45 row cuts average 11.8 elements, 0 column cuts (0 active)  in 0.654 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 701 row cuts average 10.2 elements, 0 column cuts (0 active)  in 0.151 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 17 row cuts average 11.4 elements, 0 column cuts (0 active)  in 0.107 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 538 row cuts average 55.0 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 989621.93 best solution, best possible 967481.12 (10.19 seconds)
Cbc0010I After 467581 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8399.68 seconds)
Cbc0010I After 467617 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8400.42 seconds)
Cbc0010I After 467652 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8401.12 seconds)
Cbc0010I After 467679 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8401.86 seconds)
Cbc0010I After 467721 nodes, 37128 on tree, 988961.66 best solution, best possible 983041.36 (8402.60 seconds)
Cbc0010I After 467760 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8403.33 seconds)
Cbc0010I After 467793 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8404.03 seconds)
Cbc0010I After 467828 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8404.74 seconds)
Cbc0010I After 467865 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8405.46 seconds)
Cbc0010I After 467901 nodes, 37130 on tree, 988961.66 best solution, best possible 983041.36 (8406.19 seconds)
Cbc0010I After 467928 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8406.92 seconds)
Cbc0010I After 467961 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8407.67 seconds)
Cbc0010I After 467989 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8408.37 seconds)
Cbc0010I After 468012 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8409.14 seconds)
Cbc0010I After 468049 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8409.86 seconds)
Cbc0010I After 468084 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8410.61 seconds)
Cbc0010I After 468120 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8411.33 seconds)
Cbc0010I After 468153 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8412.07 seconds)
Cbc0010I After 468189 nodes, 37128 on tree, 988961.66 best solution, best possible 983041.36 (8412.79 seconds)
Cbc0010I After 468221 nodes, 37130 on tree, 988961.66 best solution, best possible 983041.36 (8413.56 seconds)
Cbc0010I After 468251 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8414.27 seconds)
Cbc0010I After 468264 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8414.99 seconds)
Cbc0010I After 468289 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8415.71 seconds)
Cbc0010I After 468311 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8416.42 seconds)
Cbc0010I After 468347 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8417.13 seconds)
Cbc0010I After 468384 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8417.85 seconds)
Cbc0010I After 468416 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8418.61 seconds)
Cbc0010I After 468453 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8419.33 seconds)
Cbc0010I After 468480 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8420.07 seconds)
Cbc0010I After 468508 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8420.81 seconds)
Cbc0010I After 468539 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8421.55 seconds)
Cbc0010I After 468561 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8422.27 seconds)
Cbc0010I After 468594 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8422.99 seconds)
Cbc0010I After 468625 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8423.74 seconds)
Cbc0010I After 468650 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8424.45 seconds)
Cbc0010I After 468674 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8425.19 seconds)
Cbc0010I After 468708 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8425.91 seconds)
Cbc0010I After 468749 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8426.61 seconds)
Cbc0010I After 468792 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8427.33 seconds)
Cbc0010I After 468834 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8428.10 seconds)
Cbc0010I After 468868 nodes, 37126 on tree, 988961.66 best solution, best possible 983041.36 (8428.80 seconds)
Cbc0010I After 468901 nodes, 37142 on tree, 988961.66 best solution, best possible 983041.36 (8429.51 seconds)
Cbc0010I After 468936 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8430.25 seconds)
Cbc0010I After 468967 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8430.97 seconds)
Cbc0010I After 468999 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8431.68 seconds)
Cbc0010I After 469020 nodes, 37141 on tree, 988961.66 best solution, best possible 983041.36 (8432.39 seconds)
Cbc0010I After 469051 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8433.15 seconds)
Cbc0010I After 469083 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8433.89 seconds)
Cbc0010I After 469116 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8434.61 seconds)
Cbc0010I After 469147 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8435.32 seconds)
Cbc0010I After 469179 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8436.08 seconds)
Cbc0010I After 469206 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8436.80 seconds)
Cbc0010I After 469235 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8437.51 seconds)
Cbc0010I After 469268 nodes, 37142 on tree, 988961.66 best solution, best possible 983041.36 (8438.21 seconds)
Cbc0010I After 469303 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8438.94 seconds)
Cbc0010I After 469331 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8439.70 seconds)
Cbc0010I After 469363 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8440.43 seconds)
Cbc0010I After 469396 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8441.15 seconds)
Cbc0010I After 469426 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8441.89 seconds)
Cbc0010I After 469458 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8442.60 seconds)
Cbc0010I After 469485 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8443.31 seconds)
Cbc0010I After 469518 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8444.08 seconds)
Cbc0010I After 469550 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8444.79 seconds)
Cbc0010I After 469578 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8445.51 seconds)
Cbc0010I After 469612 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8446.23 seconds)
Cbc0010I After 469643 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8446.98 seconds)
Cbc0010I After 469674 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8447.69 seconds)
Cbc0010I After 469706 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8448.40 seconds)
Cbc0010I After 469743 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8449.14 seconds)
Cbc0010I After 469772 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8449.91 seconds)
Cbc0010I After 469803 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8450.69 seconds)
Cbc0010I After 469833 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8451.40 seconds)
Cbc0010I After 469863 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8452.12 seconds)
Cbc0010I After 469885 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8452.84 seconds)
Cbc0010I After 469911 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8453.56 seconds)
Cbc0010I After 469937 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8454.30 seconds)
Cbc0010I After 469968 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8455.05 seconds)
Cbc0010I After 470000 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8455.77 seconds)
Cbc0010I After 470026 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8456.48 seconds)
Cbc0010I After 470057 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8457.19 seconds)
Cbc0010I After 470087 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8457.90 seconds)
Cbc0010I After 470118 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8458.61 seconds)
Cbc0010I After 470145 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8459.31 seconds)
Cbc0010I After 470180 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8460.05 seconds)
Cbc0010I After 470210 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8460.75 seconds)
Cbc0010I After 470240 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8461.46 seconds)
Cbc0010I After 470268 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8462.19 seconds)
Cbc0010I After 470299 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8462.96 seconds)
Cbc0010I After 470333 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8463.68 seconds)
Cbc0010I After 470362 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8464.39 seconds)
Cbc0010I After 470394 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8465.10 seconds)
Cbc0010I After 470428 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8465.81 seconds)
Cbc0010I After 470459 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8466.53 seconds)
Cbc0010I After 470494 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8467.25 seconds)
Cbc0010I After 470531 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8467.95 seconds)
Cbc0010I After 470565 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8468.67 seconds)
Cbc0010I After 470596 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8469.38 seconds)
Cbc0010I After 470623 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8470.09 seconds)
Cbc0010I After 470652 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8470.85 seconds)
Cbc0010I After 470686 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8471.57 seconds)
Cbc0010I After 470715 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8472.29 seconds)
Cbc0010I After 470745 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8473.00 seconds)
Cbc0010I After 470789 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8473.71 seconds)
Cbc0010I After 470828 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8474.42 seconds)
Cbc0010I After 470867 nodes, 37142 on tree, 988961.66 best solution, best possible 983041.36 (8475.16 seconds)
Cbc0010I After 470900 nodes, 37141 on tree, 988961.66 best solution, best possible 983041.36 (8475.88 seconds)
Cbc0010I After 470939 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8476.64 seconds)
Cbc0010I After 470970 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8477.37 seconds)
Cbc0010I After 471000 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8478.14 seconds)
Cbc0010I After 471033 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8478.86 seconds)
Cbc0010I After 471065 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8479.62 seconds)
Cbc0010I After 471095 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8480.33 seconds)
Cbc0010I After 471123 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8481.04 seconds)
Cbc0010I After 471157 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8481.76 seconds)
Cbc0010I After 471188 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8482.49 seconds)
Cbc0010I After 471222 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8483.19 seconds)
Cbc0010I After 471252 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8483.91 seconds)
Cbc0010I After 471284 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8484.62 seconds)
Cbc0010I After 471315 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8485.36 seconds)
Cbc0010I After 471348 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8486.08 seconds)
Cbc0010I After 471386 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8486.80 seconds)
Cbc0010I After 471422 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8487.51 seconds)
Cbc0010I After 471456 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8488.23 seconds)
Cbc0010I After 471485 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8488.94 seconds)
Cbc0010I After 471514 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8489.65 seconds)
Cbc0010I After 471550 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8490.39 seconds)
Cbc0010I After 471579 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8491.10 seconds)
Cbc0010I After 471612 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8491.82 seconds)
Cbc0010I After 471646 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8492.53 seconds)
Cbc0010I After 471676 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8493.23 seconds)
Cbc0010I After 471707 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8493.96 seconds)
Cbc0010I After 471737 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8494.68 seconds)
Cbc0010I After 471767 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8495.38 seconds)
Cbc0010I After 471797 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8496.11 seconds)
Cbc0010I After 471829 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8496.81 seconds)
Cbc0010I After 471858 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8497.57 seconds)
Cbc0010I After 471891 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8498.28 seconds)
Cbc0010I After 471923 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8499.06 seconds)
Cbc0010I After 471959 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8499.78 seconds)
Cbc0010I After 471988 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8500.48 seconds)
Cbc0010I After 472012 nodes, 37133 on tree, 988961.66 best solution, best possible 983041.36 (8501.20 seconds)
Cbc0010I After 472043 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8501.90 seconds)
Cbc0010I After 472080 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8502.63 seconds)
Cbc0010I After 472120 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8503.34 seconds)
Cbc0010I After 472154 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8504.11 seconds)
Cbc0010I After 472188 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8504.82 seconds)
Cbc0010I After 472218 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8505.52 seconds)
Cbc0010I After 472251 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8506.23 seconds)
Cbc0010I After 472282 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8506.99 seconds)
Cbc0010I After 472313 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8507.70 seconds)
Cbc0010I After 472345 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8508.46 seconds)
Cbc0010I After 472376 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8509.17 seconds)
Cbc0010I After 472406 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8509.89 seconds)
Cbc0010I After 472439 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8510.64 seconds)
Cbc0010I After 472472 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8511.35 seconds)
Cbc0010I After 472502 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8512.10 seconds)
Cbc0010I After 472535 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8512.82 seconds)
Cbc0010I After 472566 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8513.53 seconds)
Cbc0010I After 472597 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8514.23 seconds)
Cbc0010I After 472632 nodes, 37131 on tree, 988961.66 best solution, best possible 983041.36 (8514.96 seconds)
Cbc0010I After 472665 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8515.70 seconds)
Cbc0010I After 472702 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8516.41 seconds)
Cbc0010I After 472737 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8517.12 seconds)
Cbc0010I After 472771 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8517.85 seconds)
Cbc0010I After 472809 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8518.58 seconds)
Cbc0010I After 472834 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8519.29 seconds)
Cbc0010I After 472863 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8520.00 seconds)
Cbc0010I After 472895 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8520.71 seconds)
Cbc0010I After 472922 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8521.46 seconds)
Cbc0010I After 472955 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8522.17 seconds)
Cbc0010I After 472983 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8522.88 seconds)
Cbc0010I After 473018 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8523.61 seconds)
Cbc0010I After 473051 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8524.34 seconds)
Cbc0010I After 473081 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8525.06 seconds)
Cbc0010I After 473115 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8525.78 seconds)
Cbc0010I After 473146 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8526.49 seconds)
Cbc0010I After 473173 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8527.20 seconds)
Cbc0010I After 473205 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8527.91 seconds)
Cbc0010I After 473236 nodes, 37129 on tree, 988961.66 best solution, best possible 983041.36 (8528.62 seconds)
Cbc0010I After 473270 nodes, 37127 on tree, 988961.66 best solution, best possible 983041.36 (8529.33 seconds)
Cbc0010I After 473301 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8530.04 seconds)
Cbc0010I After 473328 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8530.76 seconds)
Cbc0010I After 473357 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8531.48 seconds)
Cbc0010I After 473384 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8532.21 seconds)
Cbc0010I After 473412 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8532.95 seconds)
Cbc0010I After 473441 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8533.66 seconds)
Cbc0010I After 473475 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8534.37 seconds)
Cbc0010I After 473504 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8535.08 seconds)
Cbc0010I After 473531 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8535.82 seconds)
Cbc0010I After 473561 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8536.54 seconds)
Cbc0010I After 473587 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8537.24 seconds)
Cbc0010I After 473617 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8537.96 seconds)
Cbc0010I After 473638 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8538.69 seconds)
Cbc0010I After 473660 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8539.40 seconds)
Cbc0010I After 473682 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8540.12 seconds)
Cbc0010I After 473709 nodes, 37138 on tree, 988961.66 best solution, best possible 983041.36 (8540.86 seconds)
Cbc0010I After 473746 nodes, 37136 on tree, 988961.66 best solution, best possible 983041.36 (8541.60 seconds)
Cbc0010I After 473781 nodes, 37137 on tree, 988961.66 best solution, best possible 983041.36 (8542.34 seconds)
Cbc0010I After 473805 nodes, 37134 on tree, 988961.66 best solution, best possible 983041.36 (8543.05 seconds)
Cbc0010I After 473827 nodes, 37135 on tree, 988961.66 best solution, best possible 983041.36 (8543.76 seconds)
Cbc0010I After 473856 nodes, 37132 on tree, 988961.66 best solution, best possible 983041.36 (8544.47 seconds)
Cbc0010I After 473885 nodes, 37140 on tree, 988961.66 best solution, best possible 983041.36 (8545.22 seconds)
Cbc0010I After 473910 nodes, 37139 on tree, 988961.66 best solution, best possible 983041.36 (8545.94 seconds)
